,공연시설코드,시설특성,개관연도,주소,편의시설_레스토랑 여부,편의시설_카페 여부,편의시설_편의점 여부,편의시설_놀이방 여부,편의시설_수유실 여부,장애인시설_주차장 여부,장애인시설_화장실 여부,장애인시설_경사로 여부,장애인시설_전용엘리베이터 여부,주차시설_자체 여부,주차시설_공영 여부,공연장코드,좌석수,장애인석,무대시설_오케스트라피트 여부,무대시설_연습실 여부,무대시설_분장실 여부,무대시설_무대넓이
785148,FC224140,민간(대학로 외),,서울특별시 강남구 헌릉로569길 37(세곡동) 지하 1층,N,N,N,N,N,N,N,N,N,Y,N,FC224140-01,0,N,N,N,N,
785264,FC224819,기타(비공연장),,서울특별시 강남구 역삼로 106 (역삼동) 강남비엘오피스텔 상가 107호,N,N,N,N,N,N,N,N,N,N,N,FC224819-01,0,N,N,N,N,
785271,FC223525,민간(대학로),2008.0,서울특별시 종로구 대학로10길 5 (동숭동) 지하1층,N,N,N,N,N,N,N,N,N,N,N,FC223525-01,250,N,N,N,Y,
786304,FC223112,민간(대학로 외),2014.0,경기도 파주시 탄현면 성동리 53-2 ,N,N,N,N,N,Y,N,N,N,Y,N,FC223112-01,180,N,N,N,Y,
786402,FC224037,민간(대학로 외),,서울특별시 마포구 양화로7길 28(서교동) 지하1층,N,N,N,N,N,N,N,N,N,N,N,FC224037-01,0,N,N,N,N,
786501,FC222055,민간(대학로),2009.0,서울특별시 종로구 대학로12길 83 (동숭동) ,N,N,N,N,N,N,N,N,N,N,Y,FC222055-01,365,N,N,N,Y,128.0
789109,FC222055,민간(대학로),2009.0,서울특별시 종로구 대학로12길 83 (동숭동) ,N,N,N,N,N,N,N,N,N,N,Y,FC222055-02,250,N,N,N,Y,73.0
798948,FC223213,민간(대학로),2010.0,서울특별시 종로구 대학로8가길 52 (동숭동) ,N,N,N,N,N,N,N,N,N,N,N,FC223213-02,140,N,N,N,Y,
798961,FC222374,민간(대학로),1990.0,서울특별시 종로구 창경궁로 254 (명륜2가) ,N,N,N,N,N,N,N,N,N,Y,N,FC222374-02,245,N,N,N,N,
799454,FC222631,민간(대학로),1997.0,서울특별시 종로구 이화장길 78 (동숭동) ,N,N,N,N,N,N,N,N,N,N,Y,FC222631-01,80,N,N,N,N,
799698,FC222419,민간(대학로 외),2009.0,대구광역시 중구 교동길 15 (화전동) ,N,N,N,N,N,N,N,N,N,N,N,FC222419-01,260,N,N,N,N,
799702,FC224076,민간(대학로),,서울특별시 종로구 대학로 128(동숭동) 21세기빌딩 5층,N,N,N,N,N,N,N,N,N,N,N,FC224076-01,0,N,N,N,N,
799976,FC224055,공공(기타),2021.0,인천광역시 서구 청라대로 26(청라동) ,N,Y,N,N,N,Y,N,Y,N,Y,N,FC224055-01,486,5,N,N,N,
800317,FC224905,민간(대학로),,서울특별시 종로구 대학로11길 23 (명륜4가) 대학로스타시티 지하1층,N,N,N,N,N,N,N,N,N,N,N,FC224905-01,144,N,N,N,N,
800350,FC224982,민간(대학로),,서울특별시 종로구 대학로10길 11 (동숭동) 지하 1층,N,Y,N,N,N,N,N,N,N,N,Y,FC224982-01,206,N,N,N,N,
804139,FC224810,민간(대학로 외),,"경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스) ",N,N,N,N,N,N,N,N,N,N,N,FC224810-01,0,N,N,N,N,
805070,FC222624,민간(대학로 외),2007.0,서울특별시 종로구 종로33길 15 (연지동) ,N,N,N,N,N,N,N,N,N,Y,N,FC222624-01,0,N,N,N,N,
805792,FC223026,민간(대학로),2012.0,서울특별시 종로구 이화장길 54 (이화동) 이화빌딩 B1,N,N,N,N,N,N,N,N,N,Y,N,FC223026-01,180,N,N,N,Y,41.8
805878,FC223454,민간(대학로),1995.0,서울특별시 종로구 대학로10길 15 - 11 4층,N,N,N,N,N,N,N,N,N,N,Y,FC223454-01,190,N,N,N,Y,7X7X3.5
806198,FC223592,민간(대학로 외),2005.0,서울특별시 강남구 논현로163길 33 (신사동) ,N,Y,N,N,N,Y,Y,Y,Y,N,Y,FC223592-02,1026,10,Y,Y,Y,238
811008,FC223592,민간(대학로 외),2005.0,서울특별시 강남구 논현로163길 33 (신사동) ,N,Y,N,N,N,Y,Y,Y,Y,N,Y,FC223592-02,1026,10,Y,Y,Y,238
835906,FC223592,민간(대학로 외),2005.0,서울특별시 강남구 논현로163길 33 (신사동) ,N,Y,N,N,N,Y,Y,Y,Y,N,Y,FC223592-01,613,N,N,Y,Y,238
835907,FC223214,민간(대학로),2008.0,서울특별시 종로구 성균관로4길 48 (명륜2가) ,Y,N,N,N,N,N,N,N,N,N,N,FC223214-01,100,N,N,N,Y,193
836138,FC223367,민간(대학로 외),2011.0,광주광역시 동구 중앙로 149-2 (호남동) ,N,N,N,N,N,N,N,N,N,N,Y,FC223367-01,100,N,N,N,Y,1X6.4X3.1
836203,FC223216,민간(대학로),2012.0,서울특별시 종로구 혜화로 10-3 성인빌딩  ,N,N,N,N,N,N,N,N,N,N,N,FC223216-01,100,N,N,N,Y,
836338,FC223430,민간(대학로),2012.0,서울특별시 종로구 대학로10길 15 - 11 지하 1층,N,N,N,N,N,N,N,N,N,N,Y,FC223430-01,125,N,N,Y,Y,8X7X2.8
836348,FC223451,민간(대학로 외),2008.0,대구광역시 달서구 달구벌대로 1095 - 0 계명대학교 계명아트센터,N,N,N,N,N,Y,N,N,N,Y,N,FC223451-01,1954,Y,Y,Y,Y,1236
845183,FC223470,공공(문예회관),2013.0,충청북도 청주시 서원구 예체로 118-1 (사직동) ,N,N,N,N,N,Y,N,N,N,N,N,FC223470-01,710,8,N,N,N,243.6
849146,FC223653,민간(대학로),2013.0,서울특별시 종로구 동숭길 76 (동숭동) B1층,N,N,N,N,N,N,N,N,N,N,N,FC223653-01,61,N,N,N,N,
849194,FC223472,민간(대학로),2014.0,서울특별시 종로구 창경궁로 260 (명륜2가) ,N,Y,N,N,N,N,N,N,N,N,N,FC223472-01,170,N,N,N,N,185
849461,FC223909,공공(문예회관),1992.0,강원도 강릉시 종합운동장길 84 (교동) ,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,FC223909-02,385,6,N,Y,Y,14X8.5
850764,FC222225,국립,1973.0,서울특별시 중구 장충단로 59 (장충동2가) ,N,N,Y,N,N,N,Y,Y,Y,Y,N,FC222225-02,100,6,N,Y,Y,7.9X9.5X14.6
850958,FC222225,국립,1973.0,서울특별시 중구 장충단로 59 (장충동2가) ,N,N,Y,N,N,N,Y,Y,Y,Y,N,FC222225-04,512,6,N,Y,Y,24X19
851968,FC222225,국립,1973.0,서울특별시 중구 장충단로 59 (장충동2가) ,N,N,Y,N,N,N,Y,Y,Y,Y,N,FC222225-04,512,6,N,Y,Y,24X19
854860,FC222225,국립,1973.0,서울특별시 중구 장충단로 59 (장충동2가) ,N,N,Y,N,N,N,Y,Y,Y,Y,N,FC222225-03,1221,12,Y,Y,Y,48X28
