,연령대,성별,지역,가입경로,마케팅동의,회원구분,총구매금액,실결제금액,매장방문수,적립금,사용적립금,탈퇴여부
242,미입력,미입력,선택,pc,F,전화주문 고객,238600.0,238600.0,0.0,1000.0,0.0,F
705,미입력,미입력,선택,pc,F,전화주문 고객,184100.0,184100.0,0.0,0.0,0.0,F
2937,미입력,미입력,선택,pc,F,전화주문 고객,121080.0,45540.0,0.0,0.0,0.0,F
259,미입력,미입력,선택,pc,F,전화주문 고객,327240.0,255000.0,0.0,1000.0,0.0,F
1410,미입력,미입력,선택,pc,F,전화주문 고객,70620.0,60020.0,0.0,0.0,0.0,F
3441,미입력,미입력,선택,pc,F,전화주문 고객,77000.0,77000.0,0.0,0.0,0.0,F
3642,미입력,미입력,선택,pc,F,사업자,81620.0,69380.0,0.0,340.0,0.0,F
3499,미입력,미입력,선택,pc,F,전화주문 고객,1242400.0,1117800.0,0.0,0.0,0.0,T
156,미입력,미입력,선택,pc,F,전화주문 고객,93150.0,93150.0,0.0,1000.0,0.0,F
1396,미입력,미입력,선택,pc,F,사업자,380740.0,335940.0,2.0,1900.0,600.0,F
1744,미입력,미입력,선택,pc,F,전화주문 고객,446080.0,360470.0,0.0,0.0,0.0,T
2480,미입력,미입력,선택,pc,F,사업자,183840.0,158840.0,0.0,1780.0,0.0,T
2699,미입력,미입력,선택,pc,F,전화주문 고객,143140.0,118140.0,0.0,0.0,0.0,F
3892,30대,여자,충북,pc,F,일반,1330020.0,1063945.0,2.0,4635.0,1995.0,F
1754,미입력,미입력,선택,pc,F,전화주문 고객,166870.0,147890.0,0.0,0.0,0.0,T
1040,미입력,남자,선택,pc,F,사업자,4525050.0,3443119.0,16.0,71031.0,69031.0,T
3973,미입력,남자,선택,pc,F,전화주문 고객,617900.0,617900.0,1.0,1000.0,0.0,F
3413,미입력,미입력,선택,pc,F,사업자,143700.0,141700.0,0.0,1710.0,0.0,T
711,미입력,미입력,선택,pc,F,사업자,203070.0,93800.0,13.0,3730.0,0.0,T
104,미입력,미입력,선택,pc,F,전화주문 고객,242840.0,177920.0,0.0,1000.0,0.0,F
2295,미입력,미입력,선택,pc,F,전화주문 고객,7650.0,7650.0,0.0,0.0,0.0,F
2364,미입력,미입력,선택,pc,F,전화주문 고객,85440.0,55440.0,0.0,0.0,0.0,F
575,미입력,미입력,선택,pc,F,사업자,115700.0,115700.0,1.0,1400.0,0.0,T
2181,미입력,미입력,선택,pc,F,전화주문 고객,61970.0,46970.0,0.0,0.0,0.0,F
106,미입력,미입력,미입력,pc,F,일반,944950.0,944950.0,2.0,9900.0,0.0,T
801,미입력,미입력,미입력,pc,F,일반,147840.0,117340.0,2.0,3300.0,0.0,T
3158,미입력,미입력,선택,pc,F,전화주문 고객,738380.0,562380.0,0.0,0.0,0.0,T
851,미입력,미입력,선택,pc,F,전화주문 고객,492390.0,469790.0,0.0,0.0,0.0,F
3388,미입력,미입력,선택,pc,F,사업자,743160.0,647010.0,0.0,20760.0,15650.0,F
2552,미입력,미입력,선택,pc,F,일반,577900.0,448350.0,0.0,5370.0,5170.0,F
1908,미입력,미입력,선택,pc,F,전화주문 고객,641520.0,281760.0,0.0,0.0,0.0,T
2250,미입력,미입력,선택,pc,F,사업자,437690.0,352390.0,0.0,5760.0,0.0,F
6,미입력,여자,선택,mobile,F,사업자,109970.0,66470.0,7.0,1000.0,0.0,T
2507,미입력,미입력,선택,pc,F,딜러 유치 회원,1787780.0,1486490.0,0.0,39380.0,0.0,T
627,미입력,미입력,선택,pc,F,사업자,148570.0,148570.0,0.0,1700.0,0.0,T
3174,미입력,미입력,선택,pc,F,전화주문 고객,108900.0,97900.0,0.0,0.0,0.0,F
718,미입력,미입력,선택,pc,F,사업자,548620.0,547320.0,0.0,1300.0,1300.0,T
1041,미입력,미입력,선택,pc,F,사업자,673780.0,626240.0,3.0,3400.0,0.0,F
1160,미입력,미입력,선택,pc,F,전화주문 고객,590260.0,581760.0,0.0,0.0,0.0,F
725,미입력,미입력,선택,pc,F,사업자,669770.0,657870.0,5.0,13800.0,11900.0,T
3719,미입력,미입력,미입력,pc,F,일반,96850.0,89100.0,0.0,0.0,0.0,F
870,미입력,미입력,선택,pc,F,사업자,97400.0,21000.0,0.0,1100.0,0.0,T
2510,미입력,미입력,선택,pc,F,딜러 유치 회원,969510.0,489900.0,0.0,4100.0,0.0,T
1495,미입력,미입력,선택,pc,F,딜러 유치 회원,4028470.0,3122740.0,0.0,63170.0,63070.0,T
3487,미입력,미입력,선택,pc,F,사업자,49500.0,49500.0,0.0,1990.0,0.0,T
236,미입력,미입력,선택,pc,F,전화주문 고객,449550.0,449550.0,0.0,1000.0,0.0,F
2478,미입력,미입력,선택,pc,F,사업자,92380.0,72380.0,0.0,2440.0,0.0,F
3983,미입력,남자,선택,pc,F,일반,48500.0,48500.0,1.0,1000.0,0.0,F
367,미입력,미입력,선택,pc,F,전화주문 고객,115650.0,115650.0,0.0,0.0,0.0,F
2299,미입력,미입력,미입력,pc,F,일반,767530.0,549530.0,0.0,3040.0,0.0,T
1933,미입력,미입력,선택,pc,F,전화주문 고객,3480.0,3480.0,0.0,0.0,0.0,F
2565,미입력,미입력,선택,pc,F,사업자,924570.0,757000.0,0.0,20910.0,18820.0,F
794,미입력,미입력,선택,pc,F,사업자,271650.0,243550.0,0.0,2700.0,0.0,T
1072,미입력,미입력,선택,pc,F,사업자,913660.0,780260.0,2.0,16200.0,0.0,T
1112,미입력,미입력,선택,pc,F,딜러 유치 회원,58410.0,49610.0,0.0,1900.0,0.0,T
2731,미입력,미입력,선택,pc,F,전화주문 고객,712330.0,682330.0,0.0,0.0,0.0,T
3837,50대,남자,선택,pc,F,사업자,242500.0,218250.0,0.0,0.0,0.0,F
444,미입력,미입력,선택,pc,F,일반,276830.0,275530.0,23.0,2500.0,1300.0,T
3229,미입력,미입력,선택,pc,F,사업자,136400.0,108400.0,0.0,1540.0,0.0,T
1369,미입력,미입력,선택,pc,F,전화주문 고객,119020.0,91620.0,0.0,0.0,0.0,F
1878,미입력,미입력,선택,pc,F,전화주문 고객,379720.0,300120.0,0.0,0.0,0.0,F
3681,미입력,미입력,선택,pc,F,사업자,434770.0,339550.0,1.0,1090.0,0.0,F
777,미입력,미입력,선택,pc,F,사업자,158900.0,148800.0,1.0,5280.0,0.0,T
1611,미입력,미입력,선택,pc,F,사업자,124080.0,99280.0,25.0,2900.0,0.0,T
1546,미입력,미입력,선택,pc,F,전화주문 고객,132260.0,119980.0,0.0,0.0,0.0,F
3650,미입력,미입력,선택,pc,F,사업자,155780.0,137450.0,0.0,0.0,0.0,T
1910,미입력,미입력,선택,pc,F,전화주문 고객,81350.0,69150.0,0.0,0.0,0.0,T
723,미입력,미입력,선택,pc,F,사업자,507560.0,496020.0,0.0,3000.0,0.0,T
1254,미입력,미입력,선택,pc,F,사업자,60280.0,45610.0,0.0,1900.0,0.0,T
1654,미입력,미입력,미입력,pc,F,일반,2550970.0,2285770.0,26.0,9300.0,8800.0,F
2211,미입력,미입력,선택,pc,F,사업자,17870.0,12870.0,0.0,1060.0,0.0,T
3836,30대,남자,대전,pc,F,사업자,929880.0,836690.0,0.0,6040.0,5560.0,F
3709,미입력,미입력,선택,pc,F,사업자,163240.0,138760.0,0.0,340.0,0.0,T
2006,미입력,미입력,미입력,pc,F,일반,1787510.0,1054600.0,0.0,9600.0,8000.0,F
1403,미입력,미입력,선택,pc,F,사업자,294270.0,269370.0,3.0,7900.0,0.0,F
407,미입력,미입력,선택,pc,F,사업자,348000.0,348000.0,0.0,2600.0,0.0,F
3234,미입력,미입력,선택,pc,F,사업자,1845240.0,1366720.0,0.0,8390.0,5820.0,T
341,미입력,미입력,선택,pc,F,전화주문 고객,281290.0,248990.0,0.0,0.0,0.0,F
3668,미입력,미입력,선택,pc,F,사업자,17079880.0,14634330.0,30.0,335710.0,315690.0,F
2678,미입력,미입력,선택,pc,F,전화주문 고객,121300.0,89300.0,0.0,0.0,0.0,F
3481,미입력,미입력,선택,pc,F,사업자,741460.0,587650.0,3.0,8540.0,7940.0,F
3386,미입력,미입력,미입력,pc,F,일반,939970.0,758170.0,0.0,15400.0,14500.0,F
436,미입력,미입력,선택,pc,F,전화주문 고객,143240.0,143240.0,0.0,0.0,0.0,F
3141,미입력,미입력,미입력,pc,F,사업자,2238680.0,1603580.0,0.0,43760.0,0.0,F
278,미입력,미입력,미입력,pc,F,일반,49700.0,49700.0,4.0,3200.0,0.0,T
3062,미입력,미입력,미입력,pc,F,일반,88520.0,0.0,0.0,1000.0,0.0,F
3980,미입력,남자,선택,pc,F,전화주문 고객,139060.0,0.0,1.0,1000.0,0.0,F
3296,미입력,미입력,선택,pc,F,사업자,381400.0,357300.0,7.0,3200.0,2100.0,T
946,미입력,미입력,선택,pc,F,사업자,281490.0,225590.0,0.0,2000.0,0.0,F
3307,미입력,남자,선택,pc,F,사업자,1126870.0,889380.0,6.0,4810.0,0.0,T
3989,미입력,남자,미입력,pc,F,일반,115650.0,114650.0,1.0,2100.0,1000.0,T
3067,미입력,미입력,선택,pc,F,사업자,12483840.0,9598070.0,0.0,253950.0,224620.0,T
2234,미입력,미입력,선택,pc,F,전화주문 고객,353650.0,314150.0,0.0,0.0,0.0,F
3660,미입력,미입력,미입력,pc,F,일반,81400.0,74930.0,0.0,0.0,0.0,F
3308,미입력,미입력,선택,pc,F,사업자,661310.0,541310.0,0.0,3680.0,0.0,T
359,미입력,미입력,선택,pc,F,전화주문 고객,57850.0,57850.0,0.0,0.0,0.0,F
414,미입력,미입력,선택,pc,F,사업자,209920.0,209920.0,2.0,6160.0,0.0,T
1048,미입력,미입력,미입력,pc,F,일반,331670.0,144790.0,2.0,1600.0,0.0,T
1079,미입력,미입력,선택,pc,F,사업자,110530.0,93930.0,0.0,1400.0,0.0,F
2635,미입력,미입력,선택,pc,F,전화주문 고객,70500.0,60500.0,0.0,0.0,0.0,T
291,미입력,미입력,선택,pc,F,전화주문 고객,75820.0,75820.0,0.0,1000.0,0.0,F
3911,미입력,미입력,선택,pc,F,사업자,81000.0,76000.0,0.0,0.0,0.0,F
3675,미입력,미입력,선택,pc,F,사업자,291050.0,253210.0,0.0,0.0,0.0,F
2985,미입력,미입력,선택,pc,F,전화주문 고객,940600.0,905600.0,0.0,0.0,0.0,F
2501,미입력,미입력,선택,pc,F,사업자,1256900.0,807820.0,0.0,5750.0,5580.0,T
3850,20대,여자,서울,pc,F,사업자,133000.0,119900.0,0.0,0.0,0.0,F
2513,미입력,미입력,선택,pc,F,전화주문 고객,30180.0,15180.0,0.0,0.0,0.0,F
3375,미입력,미입력,선택,pc,F,전화주문 고객,355570.0,298370.0,0.0,0.0,0.0,F
3316,미입력,미입력,선택,pc,F,전화주문 고객,515710.0,438910.0,0.0,0.0,0.0,F
3121,미입력,미입력,미입력,pc,F,일반,101400.0,91400.0,0.0,1460.0,0.0,T
165,미입력,미입력,선택,pc,F,전화주문 고객,57850.0,57850.0,0.0,1000.0,0.0,F
2248,미입력,미입력,선택,pc,F,사업자,192920.0,86460.0,0.0,2720.0,0.0,F
1117,미입력,미입력,선택,pc,F,전화주문 고객,87120.0,74920.0,0.0,0.0,0.0,T
2186,미입력,미입력,선택,pc,F,사업자,53610.0,36610.0,0.0,2110.0,0.0,T
2754,미입력,미입력,선택,pc,F,전화주문 고객,247880.0,140910.0,0.0,0.0,0.0,F
49,미입력,남자,선택,pc,F,전화주문 고객,102040.0,102040.0,0.0,1000.0,0.0,F
2691,미입력,남자,미입력,pc,F,사업자,2117390.0,1973480.0,25.0,7100.0,7100.0,T
3459,미입력,미입력,선택,pc,F,전화주문 고객,1202150.0,886900.0,0.0,0.0,0.0,T
999,미입력,미입력,선택,pc,F,사업자,324840.0,305540.0,0.0,3400.0,1300.0,F
554,미입력,미입력,선택,pc,F,전화주문 고객,795170.0,795170.0,0.0,1000.0,0.0,F
377,미입력,미입력,선택,pc,F,전화주문 고객,395970.0,308970.0,0.0,0.0,0.0,F
2447,미입력,미입력,선택,pc,F,사업자,608700.0,505590.0,1.0,3610.0,3510.0,T
3008,미입력,미입력,미입력,pc,F,일반,78800.0,61800.0,0.0,1310.0,0.0,T
1445,미입력,미입력,미입력,pc,F,일반,127600.0,108900.0,0.0,1000.0,0.0,F
2260,미입력,미입력,선택,pc,F,전화주문 고객,856680.0,456260.0,0.0,0.0,0.0,F
3291,미입력,미입력,선택,pc,F,전화주문 고객,208200.0,181200.0,0.0,0.0,0.0,F
1751,미입력,미입력,선택,pc,F,사업자,582570.0,473500.0,13.0,10560.0,10060.0,F
2047,미입력,미입력,선택,pc,F,전화주문 고객,726990.0,0.0,0.0,0.0,0.0,F
2663,미입력,미입력,선택,pc,F,사업자,788940.0,481370.0,0.0,12430.0,9090.0,F
2526,미입력,미입력,선택,pc,F,사업자,194450.0,174450.0,0.0,1290.0,0.0,T
1352,미입력,미입력,선택,pc,F,전화주문 고객,440560.0,393560.0,0.0,0.0,0.0,T
1109,미입력,미입력,선택,pc,F,전화주문 고객,133320.0,0.0,0.0,0.0,0.0,F
732,미입력,미입력,선택,pc,F,전화주문 고객,701690.0,663940.0,0.0,784.0,0.0,T
716,미입력,미입력,미입력,pc,F,일반,63620.0,63620.0,0.0,1000.0,0.0,F
1649,미입력,미입력,선택,pc,F,전화주문 고객,146330.0,0.0,0.0,0.0,0.0,F
1284,미입력,미입력,선택,pc,F,사업자,1986750.0,1763050.0,8.0,26450.0,24500.0,F
2179,미입력,미입력,선택,pc,F,전화주문 고객,147360.0,107360.0,0.0,0.0,0.0,F
3772,미입력,미입력,선택,pc,F,사업자,93560.0,84200.0,0.0,0.0,0.0,F
3383,미입력,미입력,미입력,pc,F,일반,632610.0,485900.0,0.0,3400.0,0.0,T
81,미입력,남자,선택,pc,F,전화주문 고객,76710.0,76710.0,0.0,1700.0,0.0,F
3595,미입력,미입력,선택,pc,F,사업자,240660.0,210430.0,0.0,2040.0,0.0,F
1515,미입력,미입력,선택,pc,F,전화주문 고객,45160.0,18080.0,0.0,0.0,0.0,F
2902,미입력,미입력,선택,pc,F,전화주문 고객,237010.0,197010.0,0.0,0.0,0.0,T
2971,미입력,미입력,미입력,pc,F,사업자,217430.0,175430.0,0.0,6270.0,0.0,T
3860,미입력,여자,선택,pc,F,사업자,58000.0,52200.0,0.0,0.0,0.0,F
898,미입력,미입력,선택,pc,F,전화주문 고객,130350.0,0.0,0.0,0.0,0.0,F
1245,미입력,미입력,미입력,pc,F,일반,58410.0,0.0,0.0,1000.0,0.0,F
1678,미입력,미입력,선택,pc,F,사업자,2041440.0,1758520.0,11.0,39980.0,0.0,F
1470,미입력,미입력,선택,pc,F,사업자,1042500.0,838750.0,4.0,19370.0,10500.0,T
129,미입력,미입력,선택,pc,F,사업자,213240.0,212240.0,0.0,3000.0,1000.0,T
2958,미입력,미입력,선택,pc,F,사업자,77370.0,62370.0,0.0,2240.0,0.0,F
3016,미입력,미입력,미입력,pc,F,일반,392140.0,294140.0,0.0,6080.0,0.0,F
542,미입력,미입력,선택,pc,F,전화주문 고객,115700.0,115700.0,0.0,1000.0,0.0,F
750,미입력,미입력,선택,pc,F,전화주문 고객,427260.0,427260.0,0.0,0.0,0.0,F
189,미입력,미입력,선택,pc,F,사업자,1021160.0,994060.0,33.0,6200.0,2500.0,T
1015,미입력,미입력,선택,pc,F,사업자,56760.0,48260.0,0.0,1200.0,0.0,T
3055,미입력,미입력,선택,pc,F,전화주문 고객,3965770.0,3014220.0,0.0,0.0,0.0,T
1003,미입력,미입력,선택,pc,F,전화주문 고객,852910.0,701010.0,0.0,0.0,0.0,T
3975,미입력,남자,선택,pc,F,전화주문 고객,188290.0,188290.0,1.0,1000.0,0.0,F
1167,미입력,미입력,선택,pc,F,사업자,72270.0,59990.0,0.0,1200.0,0.0,T
3402,미입력,미입력,선택,pc,F,전화주문 고객,296370.0,245670.0,0.0,6200.0,6200.0,T
468,미입력,미입력,선택,pc,F,사업자,764250.0,764250.0,0.0,4700.0,0.0,T
1250,미입력,미입력,선택,pc,F,사업자,119020.0,91620.0,0.0,2800.0,0.0,F
1786,미입력,미입력,선택,pc,F,전화주문 고객,177870.0,0.0,0.0,0.0,0.0,F
1303,미입력,남자,선택,pc,F,사업자,153760.0,145260.0,3.0,1400.0,0.0,T
3907,미입력,미입력,선택,pc,F,일반,73000.0,68000.0,0.0,0.0,0.0,F
4,미입력,미입력,미입력,pc,F,일반,296000.0,296000.0,10.0,1000.0,0.0,T
796,미입력,미입력,선택,pc,F,전화주문 고객,593240.0,476970.0,0.0,0.0,0.0,F
2769,미입력,미입력,선택,pc,F,전화주문 고객,1327610.0,1099710.0,0.0,0.0,0.0,F
3439,미입력,미입력,선택,pc,F,사업자,94600.0,92600.0,0.0,2890.0,0.0,T
1627,미입력,미입력,선택,pc,F,전화주문 고객,943230.0,816200.0,0.0,0.0,0.0,F
1217,미입력,미입력,선택,pc,F,전화주문 고객,190740.0,159840.0,0.0,0.0,0.0,F
141,미입력,미입력,선택,pc,F,전화주문 고객,129300.0,122900.0,0.0,1600.0,0.0,F
2836,미입력,미입력,미입력,pc,F,전화주문 고객,567640.0,485440.0,0.0,0.0,0.0,F
3567,미입력,미입력,미입력,pc,F,일반,52800.0,46460.0,0.0,1920.0,0.0,F
2498,미입력,미입력,미입력,pc,F,일반,122200.0,112200.0,0.0,1560.0,0.0,T
252,미입력,미입력,선택,pc,F,사업자,416450.0,416450.0,2.0,3000.0,0.0,T
778,미입력,미입력,선택,pc,F,사업자,314800.0,314800.0,7.0,2400.0,0.0,T
1140,미입력,미입력,선택,pc,F,일반,242310.0,209310.0,0.0,4900.0,0.0,F
3047,미입력,미입력,선택,pc,F,사업자,3229180.0,2703360.0,5.0,18960.0,18960.0,F
2745,미입력,미입력,선택,pc,F,전화주문 고객,717800.0,604700.0,0.0,0.0,0.0,F
971,미입력,미입력,선택,pc,F,전화주문 고객,132330.0,113830.0,0.0,1000.0,0.0,F
1969,미입력,미입력,미입력,pc,F,일반,124250.0,99350.0,0.0,1990.0,0.0,F
409,미입력,미입력,선택,pc,F,전화주문 고객,48500.0,48500.0,0.0,0.0,0.0,F
3002,미입력,미입력,선택,pc,F,전화주문 고객,173870.0,0.0,0.0,0.0,0.0,T
363,미입력,미입력,선택,pc,F,전화주문 고객,61900.0,61900.0,0.0,0.0,0.0,F
193,미입력,미입력,미입력,pc,F,일반,103300.0,102300.0,0.0,1100.0,1000.0,F
2012,미입력,남자,미입력,pc,F,일반,132500.0,103300.0,1.0,1000.0,0.0,F
51,미입력,남자,선택,pc,F,전화주문 고객,131280.0,131280.0,0.0,1000.0,0.0,F
1336,미입력,미입력,선택,pc,F,전화주문 고객,317100.0,279320.0,0.0,0.0,0.0,F
1528,미입력,미입력,선택,pc,F,사업자,56760.0,5000.0,0.0,1000.0,0.0,F
641,미입력,미입력,선택,pc,F,전화주문 고객,209370.0,160870.0,0.0,0.0,0.0,F
1311,미입력,미입력,미입력,pc,F,일반,75240.0,58810.0,0.0,2100.0,0.0,F
2900,미입력,미입력,선택,pc,F,전화주문 고객,1928740.0,1534280.0,1.0,0.0,0.0,F
963,미입력,미입력,선택,pc,F,사업자,60280.0,45610.0,0.0,2350.0,0.0,F
1322,미입력,미입력,선택,pc,F,사업자,4077510.0,3325810.0,8.0,72090.0,70690.0,F
2658,미입력,미입력,선택,pc,F,사업자,75390.0,58390.0,0.0,2200.0,0.0,T
1680,미입력,미입력,선택,pc,F,전화주문 고객,132330.0,113830.0,0.0,0.0,0.0,F
2188,미입력,미입력,선택,pc,F,사업자,150360.0,120960.0,1.0,3110.0,0.0,T
3066,미입력,미입력,미입력,pc,F,일반,182760.0,122760.0,0.0,3420.0,0.0,F
893,미입력,미입력,선택,pc,F,사업자,813500.0,665010.0,7.0,12560.0,0.0,T
735,미입력,미입력,선택,pc,F,사업자,413340.0,409340.0,0.0,5100.0,4000.0,T
3737,미입력,미입력,선택,pc,F,사업자,53600.0,48780.0,0.0,0.0,0.0,F
1953,미입력,미입력,선택,pc,F,전화주문 고객,208600.0,149780.0,0.0,0.0,0.0,F
822,미입력,미입력,선택,pc,F,전화주문 고객,1086960.0,942730.0,0.0,0.0,0.0,F
1652,미입력,미입력,선택,pc,F,사업자,399960.0,170980.0,0.0,4300.0,0.0,F
2923,미입력,미입력,미입력,pc,F,사업자,145510.0,123510.0,0.0,1610.0,0.0,T
1017,미입력,미입력,선택,pc,F,사업자,1475830.0,1397620.0,12.0,22770.0,20970.0,T
1001,미입력,미입력,선택,pc,F,사업자,56760.0,48260.0,0.0,1900.0,0.0,T
3750,미입력,미입력,미입력,pc,F,일반,53600.0,0.0,0.0,0.0,0.0,F
1357,미입력,미입력,선택,pc,F,사업자,487910.0,409510.0,0.0,8200.0,0.0,F
2412,미입력,미입력,미입력,pc,F,일반,63240.0,53240.0,0.0,1260.0,0.0,T
2439,미입력,미입력,선택,pc,F,사업자,375700.0,313700.0,0.0,2570.0,0.0,F
1634,미입력,미입력,선택,pc,F,사업자,212260.0,144030.0,3.0,1600.0,0.0,T
1621,미입력,미입력,선택,pc,F,전화주문 고객,1650060.0,1428230.0,0.0,0.0,0.0,T
591,미입력,미입력,미입력,pc,F,일반,1189900.0,1095090.0,15.0,4100.0,3000.0,T
2672,미입력,미입력,선택,pc,F,사업자,645260.0,523520.0,0.0,8040.0,6340.0,F
799,미입력,미입력,선택,pc,F,전화주문 고객,60990.0,0.0,0.0,0.0,0.0,F
1540,미입력,미입력,선택,pc,F,전화주문 고객,433760.0,419260.0,0.0,0.0,0.0,T
1999,미입력,미입력,선택,pc,F,사업자,66410.0,55610.0,0.0,1240.0,0.0,T
1075,미입력,미입력,선택,pc,F,사업자,388080.0,324100.0,0.0,2400.0,0.0,F
497,미입력,미입력,선택,pc,F,사업자,99400.0,98200.0,4.0,1200.0,1200.0,T
813,미입력,미입력,선택,pc,F,사업자,801950.0,657870.0,0.0,3800.0,0.0,T
3817,미입력,미입력,선택,pc,F,사업자,1126250.0,1010180.0,1.0,21150.0,20050.0,F
1008,미입력,미입력,미입력,pc,F,일반,118250.0,88910.0,0.0,2700.0,0.0,T
1628,미입력,미입력,미입력,pc,F,일반,391440.0,345140.0,4.0,7600.0,5800.0,T
2914,미입력,미입력,선택,pc,F,전화주문 고객,3305370.0,2854690.0,1.0,0.0,0.0,F
3877,미입력,남자,선택,pc,F,사업자,185310.0,156900.0,0.0,460.0,0.0,F
26,미입력,남자,선택,pc,F,전화주문 고객,200710.0,200710.0,0.0,1000.0,0.0,F
3036,미입력,미입력,선택,pc,F,전화주문 고객,175740.0,135740.0,0.0,0.0,0.0,F
87,미입력,남자,선택,pc,F,전화주문 고객,65640.0,65640.0,0.0,1000.0,0.0,F
3656,미입력,미입력,선택,pc,F,사업자,580880.0,254220.0,0.0,7590.0,0.0,F
1496,미입력,미입력,선택,pc,F,일반,130680.0,111880.0,0.0,1500.0,0.0,T
101,미입력,미입력,선택,pc,F,전화주문 고객,9360.0,9360.0,0.0,1000.0,0.0,F
708,미입력,미입력,선택,pc,F,전화주문 고객,63070.0,63070.0,0.0,0.0,0.0,F
3045,미입력,미입력,미입력,pc,F,전화주문 고객,20089190.0,16542190.0,1.0,41550.0,41550.0,F
3347,미입력,미입력,선택,pc,F,전화주문 고객,162000.0,144000.0,0.0,0.0,0.0,T
1399,미입력,미입력,선택,pc,F,전화주문 고객,385980.0,329880.0,0.0,0.0,0.0,F
2968,미입력,미입력,미입력,pc,F,사업자,984640.0,798240.0,6.0,18020.0,0.0,F
3598,미입력,미입력,선택,pc,F,사업자,84700.0,71990.0,0.0,1350.0,0.0,T
2296,미입력,미입력,선택,pc,F,사업자,90900.0,73900.0,0.0,2510.0,0.0,T
1184,미입력,미입력,선택,pc,F,전화주문 고객,402030.0,149790.0,0.0,0.0,0.0,T
