,연령대,성별,지역,가입경로,마케팅동의,회원구분,총구매금액,실결제금액,매장방문수,적립금,사용적립금,탈퇴여부
105,미입력,미입력,미입력,pc,F,일반,93720.0,90720.0,0.0,3000.0,3000.0,F
2517,미입력,미입력,선택,pc,F,딜러 유치 회원,2865230.0,1948510.0,9.0,46790.0,41690.0,F
3841,미입력,미입력,선택,pc,F,사업자,2156340.0,1805500.0,0.0,14110.0,0.0,F
2070,미입력,미입력,선택,pc,F,딜러 유치 회원,575520.0,76710.0,0.0,2520.0,0.0,T
2897,미입력,미입력,선택,pc,F,사업자,66970.0,51970.0,0.0,1000.0,0.0,T
378,미입력,미입력,미입력,pc,F,일반,99400.0,99400.0,0.0,1400.0,0.0,T
1305,미입력,미입력,선택,pc,F,사업자,56760.0,48260.0,0.0,1900.0,0.0,T
214,미입력,미입력,선택,pc,F,전화주문 고객,121140.0,59670.0,0.0,1000.0,0.0,F
1379,미입력,미입력,선택,pc,F,전화주문 고객,214340.0,179140.0,0.0,0.0,0.0,F
1190,미입력,미입력,선택,pc,F,사업자,108570.0,0.0,0.0,1000.0,0.0,T
483,미입력,미입력,선택,pc,F,전화주문 고객,2753960.0,2658540.0,0.0,0.0,0.0,F
2870,미입력,미입력,선택,pc,F,사업자,1345580.0,1149250.0,0.0,6820.0,6200.0,T
1892,미입력,여자,선택,pc,F,사업자,442480.0,402750.0,1.0,8930.0,5030.0,T
46,미입력,남자,선택,pc,F,전화주문 고객,207210.0,207210.0,0.0,2400.0,0.0,F
1637,미입력,미입력,선택,pc,F,전화주문 고객,178350.0,0.0,0.0,32000.0,0.0,T
1317,미입력,미입력,미입력,pc,F,일반,855670.0,773470.0,1.0,13800.0,0.0,F
797,미입력,미입력,선택,pc,F,전화주문 고객,82170.0,70670.0,0.0,0.0,0.0,F
304,미입력,미입력,선택,pc,F,전화주문 고객,560890.0,560890.0,0.0,1000.0,0.0,F
1655,미입력,미입력,선택,pc,F,일반,227140.0,207440.0,1.0,2500.0,0.0,F
2365,미입력,미입력,선택,pc,F,전화주문 고객,1555430.0,864420.0,0.0,0.0,0.0,F
2033,미입력,미입력,선택,pc,F,딜러 유치 회원,205920.0,0.0,0.0,1000.0,0.0,T
764,미입력,미입력,선택,pc,F,사업자,269250.0,229650.0,2.0,4510.0,0.0,F
2431,미입력,미입력,선택,pc,F,전화주문 고객,45910.0,30910.0,0.0,0.0,0.0,F
511,미입력,미입력,선택,pc,F,사업자,179420.0,179420.0,9.0,1700.0,0.0,T
3252,미입력,미입력,선택,pc,F,사업자,144000.0,118000.0,0.0,1590.0,0.0,T
1890,미입력,미입력,선택,pc,F,전화주문 고객,340560.0,0.0,0.0,0.0,0.0,F
3329,미입력,미입력,선택,pc,F,전화주문 고객,586330.0,243040.0,0.0,0.0,0.0,F
3577,미입력,미입력,선택,pc,F,사업자,1283670.0,1102500.0,2.0,7160.0,5060.0,T
1158,미입력,미입력,선택,pc,F,전화주문 고객,16150.0,12750.0,0.0,0.0,0.0,F
1153,미입력,미입력,선택,pc,F,사업자,1480360.0,1440930.0,12.0,5900.0,0.0,T
3822,30대,남자,강원,pc,F,사업자,478860.0,351990.0,4.0,6490.0,5590.0,F
3020,미입력,미입력,선택,pc,F,전화주문 고객,1346160.0,1034380.0,0.0,0.0,0.0,F
1756,미입력,미입력,선택,pc,F,전화주문 고객,1377330.0,1295520.0,0.0,0.0,0.0,T
2160,미입력,미입력,선택,pc,F,전화주문 고객,132210.0,109110.0,0.0,0.0,0.0,F
773,미입력,미입력,미입력,pc,F,일반,1075340.0,871860.0,12.0,11700.0,10000.0,T
2377,미입력,미입력,선택,pc,F,전화주문 고객,1016600.0,911160.0,0.0,0.0,0.0,F
2543,미입력,미입력,선택,pc,F,일반,220780.0,175780.0,0.0,1870.0,0.0,T
759,미입력,미입력,미입력,pc,F,일반,182280.0,182280.0,4.0,1000.0,0.0,F
1749,미입력,미입력,선택,pc,F,사업자,71450.0,57850.0,0.0,2670.0,0.0,F
167,미입력,미입력,미입력,pc,F,일반,375790.0,316790.0,3.0,3900.0,0.0,T
417,미입력,미입력,선택,pc,F,전화주문 고객,75820.0,75820.0,0.0,1000.0,0.0,T
3899,미입력,남자,선택,pc,F,사업자,172700.0,159020.0,0.0,790.0,0.0,F
3097,미입력,미입력,선택,pc,F,전화주문 고객,371410.0,294410.0,0.0,0.0,0.0,T
1835,미입력,남자,선택,pc,F,사업자,616160.0,538500.0,4.0,14160.0,12960.0,T
3136,미입력,미입력,선택,pc,F,사업자,144000.0,0.0,0.0,1000.0,0.0,T
3610,미입력,미입력,미입력,pc,F,일반,3011200.0,2553740.0,4.0,46050.0,44050.0,F
1687,미입력,미입력,선택,pc,F,전화주문 고객,189460.0,166860.0,0.0,0.0,0.0,F
617,미입력,미입력,선택,pc,F,사업자,124030.0,124030.0,4.0,1300.0,0.0,T
1327,미입력,미입력,미입력,pc,F,일반,103620.0,88120.0,0.0,1400.0,0.0,F
3094,미입력,미입력,선택,pc,F,전화주문 고객,223500.0,174900.0,0.0,0.0,0.0,T
1368,미입력,미입력,선택,pc,F,사업자,709970.0,407250.0,24.0,4310.0,0.0,T
3201,미입력,미입력,미입력,pc,F,전화주문 고객,53030.0,53030.0,0.0,0.0,0.0,F
1105,미입력,미입력,선택,pc,F,전화주문 고객,107910.0,0.0,0.0,0.0,0.0,F
1913,미입력,미입력,선택,pc,F,전화주문 고객,44410.0,35710.0,0.0,0.0,0.0,F
2166,미입력,미입력,선택,pc,F,사업자,286670.0,229770.0,16.0,6800.0,0.0,T
901,미입력,미입력,선택,pc,F,전화주문 고객,187150.0,173550.0,0.0,0.0,0.0,F
3624,미입력,미입력,선택,pc,F,사업자,3978060.0,2852121.0,0.0,85230.0,76479.0,T
3972,미입력,남자,선택,pc,F,전화주문 고객,57220.0,57220.0,2.0,1000.0,0.0,F
3823,미입력,미입력,선택,pc,F,사업자,87220.0,0.0,0.0,0.0,0.0,F
1447,미입력,미입력,선택,pc,F,사업자,119030.0,105630.0,1.0,1300.0,0.0,T
1233,미입력,미입력,선택,pc,F,사업자,2058560.0,1606190.0,10.0,31390.0,29090.0,T
3314,미입력,미입력,선택,pc,F,전화주문 고객,1136180.0,875650.0,0.0,0.0,0.0,F
2670,미입력,미입력,선택,pc,F,사업자,306940.0,265440.0,0.0,6990.0,0.0,F
1983,미입력,미입력,선택,pc,F,사업자,362670.0,308770.0,0.0,9930.0,0.0,F
2209,미입력,미입력,미입력,pc,F,일반,206700.0,161700.0,0.0,1000.0,0.0,F
466,미입력,미입력,선택,pc,F,일반,265650.0,265650.0,3.0,3300.0,0.0,T
2169,미입력,미입력,선택,pc,F,사업자,748010.0,619670.0,6.0,4640.0,4640.0,F
3739,미입력,미입력,미입력,pc,F,일반,55800.0,50780.0,0.0,0.0,0.0,T
233,미입력,미입력,선택,pc,F,사업자,61900.0,60900.0,0.0,1600.0,1000.0,T
3570,미입력,미입력,선택,pc,F,사업자,79200.0,67320.0,0.0,2340.0,0.0,F
3473,미입력,미입력,선택,pc,F,전화주문 고객,70400.0,70400.0,0.0,0.0,0.0,T
266,미입력,미입력,선택,pc,F,사업자,57220.0,57220.0,3.0,1500.0,0.0,T
1351,미입력,미입력,선택,pc,F,전화주문 고객,87120.0,75820.0,0.0,0.0,0.0,F
1851,미입력,미입력,선택,pc,F,전화주문 고객,429980.0,391080.0,0.0,0.0,0.0,T
109,미입력,미입력,선택,pc,F,전화주문 고객,124690.0,124690.0,0.0,1000.0,0.0,F
3233,미입력,미입력,선택,pc,F,사업자,131000.0,101000.0,0.0,1510.0,0.0,T
1672,미입력,미입력,선택,pc,F,전화주문 고객,1379950.0,1138020.0,0.0,0.0,0.0,F
530,미입력,미입력,선택,pc,F,사업자,628950.0,140800.0,0.0,4880.0,0.0,T
2275,미입력,미입력,선택,pc,F,전화주문 고객,4486740.0,3872830.0,0.0,0.0,0.0,F
1480,미입력,미입력,선택,pc,F,사업자,368300.0,303870.0,0.0,7030.0,6030.0,T
905,미입력,미입력,선택,pc,F,전화주문 고객,248060.0,218430.0,0.0,0.0,0.0,F
1729,미입력,미입력,선택,pc,F,전화주문 고객,58410.0,0.0,0.0,0.0,0.0,T
1705,미입력,미입력,선택,pc,F,전화주문 고객,146520.0,124520.0,0.0,0.0,0.0,F
3987,미입력,남자,미입력,pc,F,일반,101640.0,100640.0,8.0,1100.0,1000.0,T
2374,미입력,미입력,선택,pc,F,사업자,580740.0,221140.0,0.0,5840.0,0.0,F
2814,미입력,미입력,선택,pc,F,전화주문 고객,97000.0,77000.0,0.0,0.0,0.0,F
3632,미입력,미입력,선택,pc,F,사업자,664100.0,565520.0,2.0,4170.0,0.0,F
1381,미입력,미입력,선택,pc,F,사업자,235800.0,206600.0,0.0,4000.0,0.0,F
3887,50대,여자,강원,pc,F,사업자,102200.0,91980.0,0.0,0.0,0.0,F
486,미입력,미입력,선택,pc,F,전화주문 고객,133400.0,133400.0,0.0,0.0,0.0,F
1575,미입력,미입력,미입력,pc,F,일반,106390.0,84790.0,0.0,1000.0,0.0,F
1622,미입력,미입력,선택,pc,F,전화주문 고객,25570.0,20370.0,0.0,0.0,0.0,T
16,미입력,여자,미입력,pc,F,일반,621830.0,617930.0,16.0,4100.0,3900.0,F
990,미입력,미입력,선택,pc,F,사업자,73920.0,63620.0,0.0,2200.0,0.0,T
423,미입력,미입력,선택,pc,F,전화주문 고객,610690.0,586610.0,0.0,1000.0,0.0,F
3571,미입력,미입력,선택,pc,F,사업자,5406300.0,4662080.0,7.0,125490.0,0.0,T
257,미입력,미입력,선택,pc,F,사업자,69780.0,69780.0,14.0,2300.0,0.0,T
200,미입력,미입력,선택,pc,F,전화주문 고객,485760.0,485760.0,0.0,1000.0,0.0,F
2973,미입력,미입력,선택,pc,F,전화주문 고객,1697970.0,1451970.0,0.0,0.0,0.0,F
2030,미입력,미입력,선택,pc,F,전화주문 고객,120270.0,107970.0,0.0,0.0,0.0,F
2358,미입력,미입력,선택,pc,F,사업자,208570.0,161570.0,2.0,1810.0,0.0,F
3172,미입력,미입력,선택,pc,F,전화주문 고객,1576880.0,883500.0,0.0,0.0,0.0,T
3796,미입력,미입력,미입력,pc,F,일반,93560.0,84200.0,0.0,0.0,0.0,F
3486,미입력,미입력,선택,pc,F,전화주문 고객,5564380.0,4508290.0,0.0,0.0,0.0,F
3465,미입력,미입력,선택,pc,F,전화주문 고객,3885120.0,3336020.0,0.0,0.0,0.0,T
1035,미입력,미입력,선택,pc,F,전화주문 고객,204750.0,182950.0,0.0,0.0,0.0,F
1780,미입력,미입력,선택,pc,F,전화주문 고객,37240.0,29640.0,0.0,0.0,0.0,F
509,미입력,미입력,미입력,pc,F,일반,86020.0,86020.0,0.0,1000.0,0.0,F
1074,미입력,미입력,선택,pc,F,사업자,89940.0,88840.0,1.0,1400.0,1100.0,F
2027,미입력,미입력,선택,pc,F,전화주문 고객,119020.0,91620.0,0.0,0.0,0.0,F
1125,미입력,미입력,미입력,pc,F,일반,237090.0,0.0,0.0,1000.0,0.0,F
1644,미입력,미입력,선택,pc,F,사업자,365620.0,343120.0,0.0,8140.0,0.0,T
2945,미입력,미입력,미입력,pc,F,사업자,179390.0,164390.0,2.0,3770.0,0.0,F
435,미입력,미입력,선택,pc,F,전화주문 고객,68970.0,68970.0,0.0,0.0,0.0,F
2621,미입력,미입력,미입력,pc,F,전화주문 고객,307210.0,262210.0,0.0,0.0,0.0,F
3254,미입력,미입력,선택,pc,F,전화주문 고객,3694650.0,2472550.0,0.0,0.0,0.0,T
1877,미입력,미입력,선택,pc,F,전화주문 고객,77220.0,65620.0,0.0,0.0,0.0,T
1113,미입력,미입력,선택,pc,F,딜러 유치 회원,962710.0,593360.0,0.0,10700.0,0.0,T
2041,미입력,미입력,선택,pc,F,딜러 유치 회원,94710.0,0.0,0.0,1000.0,0.0,T
168,미입력,미입력,선택,pc,F,일반,110820.0,109820.0,5.0,1600.0,1000.0,T
599,미입력,미입력,선택,pc,F,전화주문 고객,31470.0,31470.0,0.0,0.0,0.0,F
997,미입력,미입력,선택,pc,F,사업자,504820.0,441720.0,2.0,8600.0,7200.0,T
2393,미입력,미입력,선택,pc,F,사업자,1771160.0,1545320.0,9.0,40040.0,38740.0,F
128,미입력,미입력,선택,pc,F,전화주문 고객,190010.0,190010.0,0.0,1000.0,0.0,F
3540,미입력,미입력,선택,pc,F,사업자,58960.0,52470.0,0.0,2040.0,0.0,F
3536,미입력,미입력,선택,pc,F,전화주문 고객,597150.0,0.0,0.0,0.0,0.0,T
3881,미입력,미입력,선택,pc,F,사업자,218410.0,196570.0,0.0,0.0,0.0,F
2925,미입력,미입력,선택,pc,F,전화주문 고객,432310.0,372810.0,0.0,0.0,0.0,F
3716,미입력,미입력,선택,pc,F,사업자,268400.0,241340.0,0.0,450.0,0.0,F
3102,미입력,미입력,선택,pc,F,일반,141500.0,120500.0,0.0,1600.0,0.0,F
3939,미입력,미입력,선택,pc,F,사업자,77700.0,72700.0,0.0,0.0,0.0,F
3335,미입력,미입력,선택,pc,F,전화주문 고객,630610.0,535010.0,0.0,0.0,0.0,F
918,미입력,미입력,미입력,pc,F,일반,76400.0,61900.0,0.0,4200.0,0.0,T
1937,미입력,미입력,선택,pc,F,사업자,186780.0,162480.0,0.0,5860.0,0.0,T
1762,미입력,미입력,미입력,pc,F,일반,172920.0,76710.0,0.0,1000.0,0.0,F
791,미입력,미입력,선택,pc,F,사업자,130670.0,112570.0,0.0,3100.0,0.0,T
3320,미입력,미입력,미입력,pc,F,전화주문 고객,109000.0,88000.0,0.0,0.0,0.0,T
1556,미입력,미입력,선택,pc,F,전화주문 고객,373100.0,0.0,0.0,0.0,0.0,T
3888,미입력,미입력,선택,pc,F,사업자,774790.0,550940.0,0.0,1780.0,0.0,F
1289,미입력,미입력,선택,pc,F,사업자,235410.0,222310.0,0.0,7610.0,0.0,T
465,미입력,미입력,선택,pc,F,사업자,150340.0,150340.0,3.0,2400.0,0.0,T
3623,미입력,미입력,선택,pc,F,사업자,705280.0,409540.0,0.0,4700.0,0.0,F
184,미입력,미입력,선택,pc,F,전화주문 고객,65640.0,65640.0,0.0,1000.0,0.0,F
2988,미입력,미입력,선택,pc,F,전화주문 고객,258130.0,218130.0,0.0,0.0,0.0,F
450,미입력,미입력,선택,pc,F,사업자,372420.0,372420.0,0.0,8100.0,0.0,F
1448,미입력,미입력,선택,pc,F,사업자,207900.0,178500.0,0.0,4500.0,0.0,T
1684,미입력,미입력,미입력,pc,F,일반,87280.0,80980.0,0.0,1900.0,0.0,F
311,미입력,미입력,선택,pc,F,일반,240160.0,240160.0,4.0,1700.0,0.0,T
3727,미입력,미입력,미입력,pc,F,일반,27110.0,26300.0,0.0,0.0,0.0,T
3520,미입력,미입력,선택,pc,F,사업자,294800.0,246270.0,0.0,5900.0,0.0,T
1195,미입력,미입력,미입력,pc,F,일반,172760.0,146860.0,0.0,1600.0,0.0,F
2093,미입력,미입력,선택,pc,F,딜러 유치 회원,273580.0,160180.0,0.0,4530.0,0.0,T
1891,미입력,미입력,선택,pc,F,전화주문 고객,78870.0,63070.0,0.0,0.0,0.0,T
241,미입력,미입력,선택,pc,F,사업자,18500.0,17500.0,0.0,1000.0,1000.0,F
3919,미입력,미입력,선택,pc,F,사업자,77000.0,72000.0,0.0,0.0,0.0,F
3341,미입력,미입력,선택,pc,F,전화주문 고객,1802820.0,1516670.0,0.0,0.0,0.0,F
3393,미입력,미입력,선택,pc,F,전화주문 고객,471250.0,471250.0,0.0,0.0,0.0,F
3432,미입력,미입력,선택,pc,F,전화주문 고객,381700.0,381700.0,0.0,0.0,0.0,T
3463,미입력,미입력,선택,pc,F,전화주문 고객,379550.0,347050.0,0.0,0.0,0.0,F
3603,미입력,미입력,선택,pc,F,사업자,733550.0,640550.0,0.0,4450.0,0.0,F
3938,미입력,미입력,선택,pc,F,사업자,238900.0,238900.0,0.0,0.0,0.0,F
3464,미입력,미입력,선택,pc,F,전화주문 고객,103400.0,103400.0,0.0,0.0,0.0,T
213,미입력,미입력,선택,pc,F,전화주문 고객,99280.0,99280.0,0.0,1000.0,0.0,F
926,미입력,미입력,선택,pc,F,전화주문 고객,56760.0,48260.0,0.0,1000.0,0.0,F
3637,미입력,미입력,선택,pc,F,사업자,82500.0,70120.0,2.0,1350.0,0.0,T
3177,미입력,미입력,선택,pc,F,전화주문 고객,112000.0,88000.0,0.0,0.0,0.0,F
406,미입력,미입력,선택,pc,F,전화주문 고객,29560.0,29560.0,0.0,0.0,0.0,T
1188,미입력,미입력,선택,pc,F,사업자,1106940.0,1004400.0,3.0,9240.0,7140.0,F
2669,미입력,미입력,미입력,pc,F,일반,88520.0,58520.0,0.0,1280.0,0.0,T
2528,미입력,미입력,선택,pc,F,전화주문 고객,85400.0,0.0,0.0,0.0,0.0,F
1052,미입력,미입력,선택,pc,F,사업자,1610960.0,1402490.0,6.0,21360.0,19960.0,T
2434,미입력,미입력,선택,pc,F,전화주문 고객,1205470.0,793260.0,0.0,0.0,0.0,T
3958,미입력,남자,선택,pc,F,전화주문 고객,87410.0,87410.0,1.0,1000.0,0.0,F
99,미입력,미입력,선택,pc,F,전화주문 고객,63070.0,63070.0,0.0,1600.0,0.0,F
856,미입력,미입력,선택,pc,F,사업자,236500.0,179230.0,0.0,1800.0,0.0,T
449,미입력,미입력,선택,pc,F,사업자,235300.0,235300.0,0.0,3100.0,0.0,T
347,미입력,미입력,선택,pc,F,사업자,1018110.0,1018110.0,16.0,7100.0,0.0,T
712,미입력,미입력,선택,pc,F,사업자,161300.0,161300.0,0.0,1700.0,0.0,F
2242,미입력,미입력,선택,pc,F,전화주문 고객,182970.0,150670.0,0.0,0.0,0.0,F
2536,미입력,미입력,선택,pc,F,전화주문 고객,144330.0,0.0,0.0,0.0,0.0,F
2370,미입력,미입력,선택,pc,F,전화주문 고객,85400.0,70400.0,0.0,0.0,0.0,F
2961,미입력,미입력,선택,pc,F,전화주문 고객,88700.0,73700.0,0.0,0.0,0.0,F
366,미입력,미입력,선택,pc,F,전화주문 고객,44400.0,44400.0,0.0,0.0,0.0,F
148,미입력,미입력,미입력,pc,F,일반,99350.0,99350.0,0.0,1000.0,0.0,T
2102,미입력,미입력,미입력,pc,F,일반,906700.0,730650.0,0.0,14950.0,13750.0,T
2135,미입력,여자,선택,pc,F,사업자,2928440.0,1344870.0,4.0,11740.0,7300.0,T
2908,미입력,미입력,미입력,pc,F,사업자,437130.0,367970.0,1.0,10770.0,8980.0,F
3392,미입력,미입력,선택,pc,F,전화주문 고객,617100.0,601300.0,0.0,0.0,0.0,F
2269,미입력,미입력,선택,pc,F,전화주문 고객,79900.0,64900.0,0.0,0.0,0.0,F
477,미입력,미입력,선택,pc,F,사업자,2009440.0,1789400.0,10.0,8000.0,7300.0,T
298,미입력,미입력,미입력,pc,F,일반,155770.0,154370.0,0.0,1900.0,1400.0,T
1728,미입력,미입력,선택,pc,F,사업자,917700.0,820580.0,9.0,19020.0,15420.0,T
1777,미입력,미입력,선택,pc,F,사업자,196870.0,167270.0,0.0,5040.0,0.0,T
182,미입력,미입력,미입력,pc,F,일반,49700.0,49700.0,1.0,1000.0,0.0,F
3105,미입력,미입력,선택,pc,F,전화주문 고객,8839010.0,7435200.0,0.0,0.0,0.0,F
3147,미입력,미입력,선택,pc,F,사업자,697640.0,354760.0,1.0,11430.0,5010.0,F
3317,미입력,미입력,선택,pc,F,사업자,1773020.0,1519600.0,2.0,27420.0,27420.0,T
2755,미입력,미입력,선택,pc,F,전화주문 고객,281460.0,251460.0,0.0,0.0,0.0,F
2476,미입력,미입력,선택,pc,F,전화주문 고객,146670.0,119390.0,0.0,0.0,0.0,F
1407,미입력,미입력,미입력,pc,F,일반,3439600.0,2984640.0,12.0,46700.0,39400.0,T
2151,미입력,미입력,선택,pc,F,사업자,211570.0,169070.0,8.0,1720.0,0.0,T
2729,미입력,미입력,선택,pc,F,전화주문 고객,1176690.0,993140.0,0.0,0.0,0.0,F
3718,미입력,미입력,선택,pc,F,사업자,99300.0,87380.0,0.0,0.0,0.0,F
2029,미입력,미입력,선택,pc,F,사업자,7057280.0,6083890.0,1.0,122700.0,121400.0,T
3527,미입력,미입력,선택,pc,F,전화주문 고객,187000.0,0.0,0.0,0.0,0.0,T
1862,미입력,미입력,선택,pc,F,사업자,287270.0,118250.0,4.0,3360.0,0.0,F
273,미입력,미입력,선택,pc,F,사업자,151650.0,151650.0,3.0,9404.0,0.0,T
517,미입력,미입력,선택,pc,F,전화주문 고객,120290.0,120290.0,0.0,1000.0,0.0,T
2974,미입력,미입력,선택,pc,F,사업자,4090500.0,3491650.0,8.0,82330.0,76230.0,T
1909,미입력,미입력,선택,pc,F,전화주문 고객,65780.0,55380.0,0.0,0.0,0.0,T
2283,미입력,미입력,미입력,pc,F,일반,222500.0,190500.0,0.0,1950.0,0.0,F
2154,미입력,미입력,선택,pc,F,사업자,404580.0,328680.0,0.0,9880.0,0.0,T
3612,미입력,미입력,선택,pc,F,사업자,57850.0,57850.0,0.0,2670.0,0.0,F
3210,미입력,미입력,선택,pc,F,사업자,120000.0,113000.0,0.0,1560.0,0.0,T
3854,20대,여자,부산,pc,F,사업자,335900.0,270780.0,0.0,0.0,0.0,F
2609,미입력,미입력,미입력,pc,F,전화주문 고객,1055330.0,777350.0,0.0,0.0,0.0,F
1225,미입력,미입력,선택,pc,F,사업자,845160.0,489160.0,3.0,10170.0,8970.0,F
2316,미입력,미입력,선택,pc,F,사업자,2169530.0,1195780.0,1.0,24610.0,24010.0,T
1683,미입력,미입력,선택,pc,F,전화주문 고객,1577210.0,1411130.0,0.0,0.0,0.0,F
3086,미입력,미입력,선택,pc,F,사업자,353770.0,188340.0,0.0,1990.0,0.0,T
3884,미입력,미입력,선택,pc,F,사업자,1081320.0,736310.0,0.0,0.0,0.0,F
1472,미입력,미입력,선택,pc,F,사업자,104250.0,98350.0,0.0,2300.0,0.0,F
994,미입력,미입력,선택,pc,F,전화주문 고객,303930.0,256290.0,0.0,0.0,0.0,F
1805,미입력,미입력,선택,pc,F,딜러 유치 회원,478170.0,380270.0,0.0,8590.0,0.0,T
215,미입력,미입력,선택,pc,F,사업자,132570.0,131570.0,0.0,2300.0,1000.0,T
1675,미입력,미입력,선택,pc,F,전화주문 고객,920900.0,734580.0,0.0,0.0,0.0,T
1000,미입력,미입력,선택,pc,F,사업자,126830.0,103530.0,2.0,10860.0,0.0,T
2950,미입력,미입력,미입력,pc,F,전화주문 고객,77370.0,62370.0,0.0,0.0,0.0,F
3295,미입력,미입력,선택,pc,F,사업자,257040.0,213840.0,0.0,2270.0,0.0,T
2922,미입력,미입력,미입력,pc,F,전화주문 고객,868420.0,773220.0,0.0,0.0,0.0,F
3890,미입력,미입력,선택,pc,F,사업자,69000.0,69000.0,0.0,0.0,0.0,F
3933,미입력,남자,선택,pc,F,일반,71000.0,63000.0,0.0,0.0,0.0,F
2197,미입력,미입력,선택,pc,F,전화주문 고객,61970.0,46970.0,0.0,0.0,0.0,T
324,미입력,미입력,선택,pc,F,사업자,50270.0,50270.0,2.0,2000.0,0.0,T
3017,미입력,미입력,선택,pc,F,사업자,154300.0,64900.0,1.0,1320.0,0.0,T
3142,미입력,미입력,선택,pc,F,전화주문 고객,1482880.0,1168570.0,0.0,0.0,0.0,T
1482,미입력,미입력,선택,pc,F,사업자,25200.0,20000.0,0.0,1000.0,0.0,T
3743,미입력,미입력,선택,pc,F,사업자,1283060.0,1053980.0,0.0,34434.0,22000.0,T
545,미입력,미입력,선택,pc,F,사업자,265690.0,265690.0,0.0,2100.0,0.0,T
3151,미입력,미입력,미입력,pc,F,일반,141870.0,126870.0,0.0,1910.0,0.0,T
3134,미입력,미입력,선택,pc,F,전화주문 고객,799810.0,662750.0,0.0,0.0,0.0,T
3794,미입력,미입력,선택,pc,F,사업자,78780.0,70900.0,0.0,0.0,0.0,F
1721,미입력,미입력,선택,pc,F,사업자,94380.0,81180.0,1.0,1800.0,0.0,T
1462,미입력,미입력,선택,pc,F,사업자,10170.0,8270.0,0.0,1100.0,0.0,T
3749,40대,미입력,미입력,pc,F,일반,29040.0,27040.0,0.0,0.0,0.0,F
2386,미입력,미입력,선택,pc,F,전화주문 고객,78800.0,63800.0,0.0,0.0,0.0,F
2707,미입력,미입력,미입력,pc,F,일반,351960.0,310960.0,7.0,1300.0,1000.0,F
2037,미입력,미입력,선택,pc,F,사업자,166100.0,129300.0,0.0,2300.0,0.0,F
702,미입력,미입력,선택,pc,F,사업자,67670.0,67670.0,0.0,1200.0,0.0,T
1882,미입력,미입력,선택,pc,F,전화주문 고객,177870.0,151170.0,0.0,0.0,0.0,T
431,미입력,미입력,선택,pc,F,전화주문 고객,193190.0,193190.0,0.0,1000.0,0.0,F
2232,미입력,미입력,미입력,pc,F,일반,302550.0,176640.0,0.0,1960.0,0.0,T
88,미입력,남자,선택,pc,F,전화주문 고객,371190.0,371190.0,0.0,1000.0,0.0,F
2223,미입력,미입력,선택,pc,F,전화주문 고객,357050.0,223140.0,0.0,0.0,0.0,F
652,미입력,미입력,선택,pc,F,전화주문 고객,339290.0,238140.0,0.0,0.0,0.0,F
2833,미입력,미입력,선택,pc,F,전화주문 고객,382460.0,317600.0,0.0,0.0,0.0,F
358,미입력,미입력,선택,pc,F,사업자,48500.0,48500.0,0.0,1900.0,0.0,T
1537,미입력,미입력,선택,pc,F,전화주문 고객,82170.0,64070.0,0.0,0.0,0.0,F
3052,미입력,미입력,선택,pc,F,사업자,78800.0,63800.0,0.0,2900.0,0.0,T
3671,미입력,미입력,선택,pc,F,사업자,105600.0,92930.0,0.0,0.0,0.0,F
2781,미입력,미입력,선택,pc,F,전화주문 고객,146500.0,126500.0,0.0,0.0,0.0,F
3704,미입력,미입력,선택,pc,F,사업자,113180.0,94060.0,0.0,0.0,0.0,F
2947,미입력,미입력,미입력,pc,F,전화주문 고객,485890.0,405890.0,0.0,0.0,0.0,F
620,미입력,미입력,선택,pc,F,전화주문 고객,11010.0,11010.0,0.0,200.0,0.0,F
2069,미입력,미입력,선택,pc,F,사업자,1586780.0,1416620.0,4.0,14760.0,14160.0,F
2629,미입력,미입력,선택,pc,F,전화주문 고객,177140.0,162140.0,0.0,0.0,0.0,T
227,미입력,미입력,선택,pc,F,사업자,594220.0,594220.0,74.0,5100.0,0.0,T
133,미입력,미입력,선택,pc,F,사업자,49700.0,49700.0,0.0,1400.0,0.0,T
2341,미입력,미입력,선택,pc,F,전화주문 고객,71490.0,61490.0,0.0,0.0,0.0,F
3929,60대,여자,경기,pc,F,일반,18950.0,10950.0,0.0,0.0,0.0,F
2395,미입력,미입력,선택,pc,F,사업자,177770.0,132770.0,0.0,1650.0,0.0,T
3422,미입력,미입력,선택,pc,F,전화주문 고객,126100.0,0.0,0.0,0.0,0.0,T
1090,미입력,미입력,선택,pc,F,사업자,220810.0,185180.0,2.0,4630.0,4030.0,F
2024,미입력,미입력,선택,pc,F,사업자,601260.0,478760.0,0.0,5760.0,0.0,T
2126,미입력,미입력,선택,pc,F,사업자,153770.0,124270.0,0.0,1610.0,0.0,T
1928,미입력,미입력,선택,pc,F,전화주문 고객,1846230.0,1575100.0,0.0,0.0,0.0,F
2424,미입력,미입력,선택,pc,F,전화주문 고객,145540.0,130540.0,0.0,0.0,0.0,F
3319,미입력,미입력,미입력,pc,F,일반,72000.0,64000.0,0.0,1000.0,0.0,F
18,미입력,미입력,선택,mobile,F,일반,287280.0,285080.0,6.0,3400.0,2200.0,T
3088,미입력,미입력,선택,pc,F,전화주문 고객,163360.0,137760.0,0.0,0.0,0.0,T
3622,미입력,미입력,선택,pc,F,사업자,264050.0,231210.0,0.0,2140.0,0.0,F
