,기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
9469,201805,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9470,201806,Y7146563970278866184,X2237582020061022449,201608,1500,신용카드사,신용도판단,대출연체,신용카드대금연체
9471,201806,Y7146563970278866184,X7422445755718440366,201603,8800,은행,신용도판단,대출연체,원금이자연체
9472,201806,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9473,201807,Y7146563970278866184,X2237582020061022449,201608,1500,신용카드사,신용도판단,대출연체,신용카드대금연체
9474,201807,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9475,201808,Y7146563970278866184,X2237582020061022449,201608,1500,신용카드사,신용도판단,대출연체,신용카드대금연체
9476,201808,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9477,201809,Y7146563970278866184,X2237582020061022449,201608,1500,신용카드사,신용도판단,대출연체,신용카드대금연체
9478,201809,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9479,201810,Y7146563970278866184,X2237582020061022449,201608,1500,신용카드사,신용도판단,대출연체,신용카드대금연체
9480,201810,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9481,201811,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9482,201812,Y7146563970278866184,Y3965085954343946145,201504,9600,신용카드사,신용도판단,대출연체,신용카드대금연체
9483,201710,Y7194101688081827373,Y3335073041917115226,201710,12000,신용카드사,신용도판단,대출연체,카드대출연체
9484,201711,Y7194101688081827373,X3198123916919181546,201711,13000,상호저축,신용도판단,대출연체,원금이자연체
9485,201711,Y7194101688081827373,Y3014353962153525975,201711,6500,신용카드사,신용도판단,대출연체,신용카드대금연체
9486,201711,Y7194101688081827373,Y3335073041917115226,201710,12000,신용카드사,신용도판단,대출연체,카드대출연체
9487,201712,Y7194101688081827373,X3198123916919181546,201711,13000,상호저축,신용도판단,대출연체,원금이자연체
9488,201712,Y7194101688081827373,X3288319301781638640,201712,43000,상호저축,신용도판단,대출연체,원금이자연체
9489,201712,Y7194101688081827373,Y3014353962153525975,201711,6500,신용카드사,신용도판단,대출연체,신용카드대금연체
9490,201801,Y7194101688081827373,X3198123916919181546,201711,13000,상호저축,신용도판단,대출연체,원금이자연체
9491,201801,Y7194101688081827373,X3288319301781638640,201712,43000,상호저축,신용도판단,대출연체,원금이자연체
9492,201802,Y7194101688081827373,X3198123916919181546,201711,13000,상호저축,신용도판단,대출연체,원금이자연체
9493,201802,Y7194101688081827373,X3288319301781638640,201712,43000,상호저축,신용도판단,대출연체,원금이자연체
9494,201802,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9495,201803,Y7194101688081827373,X3288319301781638640,201712,43000,상호저축,신용도판단,대출연체,원금이자연체
9496,201803,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9497,201804,Y7194101688081827373,X3288319301781638640,201712,43000,상호저축,신용도판단,대출연체,원금이자연체
9498,201804,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9499,201804,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9500,201805,Y7194101688081827373,X3288319301781638640,201712,43000,상호저축,신용도판단,대출연체,원금이자연체
9501,201805,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9502,201805,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9503,201805,Y7194101688081827373,Y5918378483584552068,201805,8800,기타,신용도판단,지금보증대지급,신용보증대지급
9504,201806,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9505,201806,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9506,201806,Y7194101688081827373,Y5918378483584552068,201805,8800,기타,신용도판단,지금보증대지급,신용보증대지급
9507,201807,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9508,201807,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9509,201807,Y7194101688081827373,Y5918378483584552068,201805,8800,기타,신용도판단,지금보증대지급,신용보증대지급
9510,201808,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9511,201808,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9512,201808,Y7194101688081827373,Y5918378483584552068,201805,8800,기타,신용도판단,지금보증대지급,신용보증대지급
9513,201809,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9514,201809,Y7194101688081827373,Y3014353962153525975,201802,22000,신용카드사,신용도판단,대출연체,카드대출연체
9515,201810,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9516,201811,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9517,201812,Y7194101688081827373,Y3014353962153525975,201804,11000,신용카드사,신용도판단,대출연체,카드대출연체
9518,201812,Y7194101688081827373,Y3335073041917115226,201812,1600,신용카드사,신용도판단,대출연체,카드대출연체
9519,201612,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9520,201701,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9521,201702,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9522,201703,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9523,201704,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9524,201705,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9525,201706,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9526,201707,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9527,201708,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9528,201708,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9529,201709,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9530,201709,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9531,201710,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9532,201710,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9533,201711,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9534,201711,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9535,201712,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9536,201712,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9537,201801,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9538,201801,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9539,201801,Y7208925652478341261,X7544305526438772143,201801,2000,캐피탈,신용도판단,대출연체,원금이자연체
9540,201802,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9541,201802,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9542,201802,Y7208925652478341261,X7544305526438772143,201801,2000,캐피탈,신용도판단,대출연체,원금이자연체
9543,201803,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9544,201803,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9545,201803,Y7208925652478341261,X7544305526438772143,201801,2000,캐피탈,신용도판단,대출연체,원금이자연체
9546,201804,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9547,201804,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9548,201804,Y7208925652478341261,X7544305526438772143,201801,2000,캐피탈,신용도판단,대출연체,원금이자연체
9549,201805,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9550,201805,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9551,201805,Y7208925652478341261,X7544305526438772143,201801,2000,캐피탈,신용도판단,대출연체,원금이자연체
9552,201806,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9553,201806,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9554,201806,Y7208925652478341261,X7544305526438772143,201801,2000,캐피탈,신용도판단,대출연체,원금이자연체
9555,201807,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9556,201807,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9557,201807,Y7208925652478341261,X7544305526438772143,201801,2000,캐피탈,신용도판단,대출연체,원금이자연체
9558,201808,Y7208925652478341261,X2793160324536557965,201708,930,기타,신용도판단,지금보증대지급,지금보증대지급
9559,201808,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9560,201809,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9561,201810,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9562,201811,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9563,201812,Y7208925652478341261,X6381538579262774745,201406,360,신용카드사,신용도판단,대출연체,신용카드대금연체
9564,201612,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9565,201701,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9566,201702,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9567,201703,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9568,201704,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9569,201705,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9570,201706,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9571,201707,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9572,201708,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9573,201708,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9574,201709,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9575,201709,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9576,201709,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9577,201710,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9578,201710,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9579,201710,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9580,201711,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9581,201711,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9582,201711,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9583,201712,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9584,201712,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9585,201712,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9586,201801,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9587,201801,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9588,201801,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9589,201802,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9590,201802,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9591,201802,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9592,201803,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9593,201803,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9594,201803,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9595,201804,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9596,201804,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9597,201804,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9598,201805,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9599,201805,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9600,201805,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9601,201806,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9602,201806,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9603,201806,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9604,201807,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9605,201807,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9606,201807,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9607,201808,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9608,201808,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9609,201808,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9610,201809,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9611,201809,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9612,201809,Y7315538021584993539,Y4684794089031251772,201402,6200,상호저축,신용도판단,대출연체,원금이자연체
9613,201810,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9614,201810,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9615,201811,Y7315538021584993539,Y2139945910014975650,201709,55000,캐피탈,신용도판단,대출연체,원금이자연체
9616,201811,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9617,201812,Y7315538021584993539,Y2358904194241245132,201708,4500,캐피탈,신용도판단,대출연체,원금이자연체
9618,201708,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9619,201709,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9620,201710,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9621,201711,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9622,201712,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9623,201801,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9624,201802,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9625,201803,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9626,201804,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9627,201805,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9628,201806,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9629,201807,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9630,201808,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9631,201809,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9632,201810,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9633,201811,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9634,201812,Y7340046859204237574,X7532654944938215720,201708,480,기타,신용도판단,지금보증대지급,지금보증대지급
9635,201612,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9636,201701,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9637,201702,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9638,201703,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9639,201704,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9640,201705,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9641,201706,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9642,201707,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9643,201708,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9644,201709,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9645,201710,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9646,201711,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9647,201712,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9648,201801,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9649,201802,Y7355817375780553659,X7718955294267015218,201408,1000,기타,신용도판단,지금보증대지급,지금보증대지급
9650,201612,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9651,201612,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9652,201701,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9653,201701,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9654,201702,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9655,201702,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9656,201703,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9657,201703,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9658,201704,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9659,201704,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9660,201705,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9661,201705,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9662,201706,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9663,201706,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9664,201706,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9665,201707,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9666,201707,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9667,201707,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9668,201708,Y7391337814257502820,Y3011687903827220827,201608,2500,신용카드사,신용도판단,대출연체,신용카드대금연체
9669,201708,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9670,201708,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9671,201709,Y7391337814257502820,Y6985342329689662969,201709,1700,신용카드사,신용도판단,대출연체,원금이자연체
9672,201709,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9673,201709,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9674,201710,Y7391337814257502820,Y6985342329689662969,201709,1700,신용카드사,신용도판단,대출연체,원금이자연체
9675,201710,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9676,201710,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9677,201711,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9678,201711,Y7391337814257502820,Y6985342329689662969,201709,1700,신용카드사,신용도판단,대출연체,원금이자연체
9679,201711,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9680,201711,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9681,201712,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9682,201712,Y7391337814257502820,Y6985342329689662969,201709,1700,신용카드사,신용도판단,대출연체,원금이자연체
9683,201712,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9684,201712,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9685,201801,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9686,201801,Y7391337814257502820,Y3011687903827220827,201801,460,신용카드사,신용도판단,대출연체,카드대출연체
9687,201801,Y7391337814257502820,Y6985342329689662969,201709,1700,신용카드사,신용도판단,대출연체,원금이자연체
9688,201801,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9689,201801,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9690,201802,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9691,201802,Y7391337814257502820,Y3011687903827220827,201801,460,신용카드사,신용도판단,대출연체,카드대출연체
9692,201802,Y7391337814257502820,Y6985342329689662969,201709,1700,신용카드사,신용도판단,대출연체,원금이자연체
9693,201802,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9694,201802,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9695,201803,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9696,201803,Y7391337814257502820,Y3011687903827220827,201801,460,신용카드사,신용도판단,대출연체,카드대출연체
9697,201803,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9698,201803,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9699,201804,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9700,201804,Y7391337814257502820,Y3011687903827220827,201801,460,신용카드사,신용도판단,대출연체,카드대출연체
9701,201804,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9702,201804,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9703,201805,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9704,201805,Y7391337814257502820,Y3011687903827220827,201801,460,신용카드사,신용도판단,대출연체,카드대출연체
9705,201805,Y7391337814257502820,Y8939081707653904012,201706,6700,신용카드사,신용도판단,대출연체,카드대출연체
9706,201805,Y7391337814257502820,Y8939081707653904012,201612,6000,신용카드사,신용도판단,대출연체,신용카드대금연체
9707,201806,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9708,201806,Y7391337814257502820,Y3011687903827220827,201801,460,신용카드사,신용도판단,대출연체,카드대출연체
9709,201807,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9710,201808,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9711,201809,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9712,201810,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9713,201811,Y7391337814257502820,X3976739335531918692,201711,2600,신용카드사,신용도판단,대출연체,신용카드대금연체
9714,201612,Y7507891326571036669,Y3886906998456482056,201405,1400,기타,신용도판단,지금보증대지급,지금보증대지급
9715,201701,Y7507891326571036669,Y3886906998456482056,201405,1400,기타,신용도판단,지금보증대지급,지금보증대지급
9716,201702,Y7507891326571036669,Y3886906998456482056,201405,1400,기타,신용도판단,지금보증대지급,지금보증대지급
