,LOT번호,작업명,설비번호,단위중량(kg),투입중량(kg),투입액량(L),염색길이(m),공정진행시간(%),목표온도,지시온도,진행온도,목표대비 진행온도,지시대비 진행온도,포속1,포속2,포속3,포속4,염색색차 DE
23826,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,53.63,0,130.0,130.2,0.0,1.0015384615384617,95,149,325,93,0.8125136
13082,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,1.45,30,30.0,31.0,1.0333333333333334,1.0333333333333334,64,2,78,1,14.40188
13582,F2206290342,원단검사,FCM08,560,60.8,1000,10.0,50.54,0,89.7,89.4,0.0,0.9966555183946488,57,173,176,52,0.3221368
2110,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,10.3,30,40.0,36.0,1.2,0.9,96,5,94,4,1.304339
239,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,46.42,0,112.8,111.5,0.0,0.9884751773049646,67,199,374,53,0.7530965
14584,F2207010035,염색,FCM06,314,97.4,2000,300.0,65.65,0,80.0,79.6,0.0,0.995,72,179,72,109,0.4555725
4530,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,29.19,0,96.3,96.0,0.0,0.9968847352024922,9,184,129,140,5.306342
24382,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,83.18,0,70.0,69.0,0.0,0.9857142857142858,36,1052,36,848,0.6079773
27154,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,65.78,0,70.3,65.2,0.0,0.9274537695590328,110,147,115,93,1.057401
26413,F2208100002,원단검사,FCM12,320,20.2,600,47.0,85.98,0,70.0,69.3,0.0,0.99,73,82,0,0,1.343926
29449,F2208240016,원단검사,FCM11,604,280.0,4000,2.0,31.25,0,101.6,100.7,0.0,0.9911417322834648,102,38,109,32,0.5512151
2619,F2202180571,원단검사,FCM11,495,362.5,4000,73.0,42.47,0,113.0,111.8,0.0,0.9893805309734514,81,39,98,29,1.484328
1710,F2202180111,원단검사,FCM12,495,45.4,600,1.0,65.84,0,108.4,107.7,0.0,0.9935424354243542,51,98,0,0,3.967644
11569,F2206200066,원단검사,FCM08,625,60.2,1000,52.0,60.74,0,130.0,130.3,0.0,1.0023076923076923,53,100,322,31,1.039721
27904,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,54.97,0,86.6,86.3,0.0,0.9965357967667436,64,289,265,86,1.644801
7338,F2203240259,원단검사,FCM12,495,43.6,600,2.0,95.02,0,49.3,45.1,0.0,0.9148073022312374,49,259,0,0,1.600976
5334,F2203080141,원단검사,FCM07,560,286.8,4000,450.0,16.28,70,120.0,120.0,1.7142857142857142,1.0,90,12,82,15,3.629072
7808,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,26.5,0,100.0,101.1,0.0,1.011,89,51,100,29,0.9071327
4450,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,13.41,0,103.0,103.6,0.0,1.0058252427184466,25,84,64,64,5.306342
7565,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,53.94,0,70.0,65.2,0.0,0.9314285714285716,67,179,136,70,0.2916726
26692,F2208110087,원단검사,FCM05,620,189.8,2000,266.0,13.44,0,82.0,81.7,0.0,0.996341463414634,78,29,80,21,0.3338742
14226,F2207010034,염색,FCM06,314,98.8,2000,300.0,9.21,90,50.0,49.7,0.5522222222222223,0.994,22,17,48,9,0.5957398
10051,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,7.42,70,44.7,44.4,0.6342857142857142,0.9932885906040269,42,6,99,5,0.7943481
3306,F2202210104,원단검사,FCM07,560,341.8,4000,545.0,95.98,0,30.0,29.8,0.0,0.9933333333333334,121,111,116,124,3.928609
28381,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,81.08,0,110.4,110.0,0.0,0.9963768115942028,62,196,125,79,1.068646
18113,F2207250113,염색,FCM15,146,188.6,4000,1600.0,48.91,0,120.0,119.9,0.0,0.9991666666666668,126,56,117,86,0.3004971
20910,F2207280322,원단검사,FCM08,320,54.6,1000,76.0,28.9,0,83.9,83.8,0.0,0.99880810488677,5,72,62,58,1.818745
24089,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,17.49,0,89.4,89.7,0.0,1.0033557046979866,14,411,14,329,0.6079773
8841,F2204290025,원단검사,FCM12,560,42.8,600,11.0,46.43,0,70.0,68.3,0.0,0.9757142857142856,40,185,0,0,14.85745
3237,F2202210104,원단검사,FCM07,560,341.8,4000,545.0,65.18,0,81.8,84.7,0.0,1.0354523227383865,91,79,83,86,3.928609
6431,F2203100080,원단검사,FCM05,505,186.6,2000,1.0,26.99,0,100.0,101.2,0.0,1.012,109,43,301,23,1.113235
34060,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,54.11,0,135.0,134.6,0.0,0.9970370370370368,80,72,91,63,1.696731
29712,F2208260026,원단검사,FCM11,604,254.6,4000,228.0,66.22,0,96.5,96.6,0.0,1.001036269430052,60,75,1,98,0.732778
30390,F2208260120,원단검사,FCM12,450,53.2,600,100.0,89.44,0,69.9,69.5,0.0,0.994277539341917,52,109,0,0,0.7367827
6245,F2203080238,원단검사,FCM12,235,19.8,600,33.0,50.4,0,123.4,122.3,0.0,0.9910858995137762,36,150,0,0,1.645152
11944,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,56.86,0,106.7,107.0,0.0,1.0028116213683225,2,768,34,614,1.315164
10046,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,5.65,130,33.1,33.2,0.2553846153846154,1.003021148036254,90,2,95,2,0.7943481
7220,F2203240259,원단검사,FCM12,495,43.6,600,2.0,55.81,0,70.0,69.2,0.0,0.9885714285714288,50,136,0,0,1.600976
16147,F2207080049,원단검사,FCM08,450,95.8,1000,72.0,3.12,100,44.5,44.9,0.449,1.0089887640449438,57,10,16,12,1.355596
29946,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,76.03,0,110.3,110.3,0.0,1.0,61,157,9,181,2.080513
31837,F2208300093,원단검사,FCM12,460,49.8,600,7.0,33.15,0,99.8,99.1,0.0,0.9929859719438876,372,11,0,0,2.185405
25803,F2208090013,염색,FCM08,800,66.0,1000,69.0,90.94,0,70.0,69.4,0.0,0.9914285714285715,29,664,29,535,0.768085
3947,F2202210108,원단검사,FCM05,560,199.5,2000,111.0,57.92,0,70.0,69.2,0.0,0.9885714285714288,16,133,116,62,3.457263
26978,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,7.31,70,50.6,48.5,0.6928571428571428,0.958498023715415,80,11,118,7,1.057401
21605,F2207280327,원단검사,FCM08,324,51.3,1000,9.0,60.95,0,117.1,116.2,0.0,0.9923142613151154,46,175,45,164,0.4998396
32544,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,2.43,100,40.0,37.7,0.377,0.9425,5,8,91,5,1.013855
33502,F2209010102,원단검사,FCM11,604,208.7,4000,500.0,94.66,0,30.0,34.4,0.0,1.1466666666666667,45,189,46,229,1.716412
17426,F2207250109,염색,FCM15,146,188.4,4000,1600.0,4.15,60,30.0,39.6,0.66,1.32,114,1,18,1,0.5068955
5411,F2203080141,원단검사,FCM07,560,286.8,4000,450.0,75.97,0,30.0,35.3,0.0,1.1766666666666663,104,62,88,71,3.629072
23059,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,24.36,0,130.0,130.4,0.0,1.0030769230769232,96,77,93,58,2.855713
5650,F2203080142,원단검사,FCM07,560,288.2,4000,373.0,99.52,0,30.0,21.1,0.0,0.7033333333333334,116,124,107,135,0.7729153
30916,F2208290103,원단검사,FCM11,604,310.4,4000,600.0,58.49,0,134.2,133.1,0.0,0.9918032786885246,70,96,75,95,0.6295673
30528,F2208290101,원단검사,FCM11,604,311.2,4000,600.0,55.09,0,135.0,134.5,0.0,0.9962962962962963,95,59,112,51,0.2728531
10910,F2206090076,원단검사,FCM05,485,113.0,2000,267.0,72.65,0,70.0,69.0,0.0,0.9857142857142858,71,132,75,113,5.026582
6329,F2203080238,원단검사,FCM12,235,19.8,600,33.0,83.73,0,80.0,79.8,0.0,0.9975,31,279,0,0,1.645152
23504,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,44.9,0,108.8,108.9,0.0,1.0009191176470589,28,162,28,138,2.207412
12648,F2206290140,원단검사,FCM06,625,218.2,2000,14.0,39.38,0,89.4,89.3,0.0,0.9988814317673376,99,129,94,84,0.5479724
16399,F2207080049,원단검사,FCM08,450,95.8,1000,72.0,59.38,0,94.6,94.9,0.0,1.003171247357294,3,377,48,360,1.355596
7025,F2203240028,원단검사,FCM11,190,85.6,4000,401.0,91.12,0,70.0,69.7,0.0,0.9957142857142858,75,153,80,175,1.655061
32602,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,13.3,0,110.1,110.0,0.0,0.9990917347865578,25,85,87,51,1.013855
12762,F2206290140,원단검사,FCM06,625,218.2,2000,14.0,71.67,0,122.9,122.6,0.0,0.9975589910496336,11,245,95,156,0.5479724
18696,F2207250115,염색,FCM15,146,189.2,4000,1600.0,66.54,0,135.0,134.8,0.0,0.9985185185185186,126,74,119,76,0.299028
29102,F2208120081,원단검사,FCM06,320,164.6,2000,351.0,55.2,0,102.8,102.5,0.0,0.9970817120622568,52,52,125,30,1.532855
6105,F2203080148,원단검사,FCM07,580,264.5,4000,413.0,94.92,0,63.4,49.0,0.0,0.7728706624605678,111,135,101,153,3.708582
10785,F2206090076,원단검사,FCM05,485,113.0,2000,267.0,16.59,0,73.5,73.3,0.0,0.9972789115646258,81,20,159,19,5.026582
17584,F2207250109,염색,FCM15,146,188.4,4000,1600.0,63.77,0,135.0,135.8,0.0,1.005925925925926,126,71,0,99,0.5068955
22586,F2208020100,염색,FCM06,314,99.2,2000,300.0,41.3,0,120.0,119.8,0.0,0.9983333333333332,9,120,70,76,0.4474733
27897,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,53.79,0,72.6,72.6,0.0,1.0,65,283,199,84,1.644801
25848,F2208090904,원단검사,FCM08,450,54.8,1000,10.0,14.89,30,53.3,53.1,1.77,0.9962476547842404,71,12,224,8,2.453874
28963,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,88.39,0,130.0,130.2,0.0,1.0015384615384617,70,449,584,196,0.8660321
28865,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,72.14,0,130.0,130.2,0.0,1.0015384615384617,70,366,427,165,0.8660321
11111,F2206100035,원단검사,FCM05,460,111.0,2000,115.0,42.94,0,86.6,86.4,0.0,0.9976905311778292,129,59,6201,1,17.20203
30229,F2208260119,원단검사,FCM05,450,147.4,2000,301.0,100.0,0,30.0,28.1,0.0,0.9366666666666668,0,154,0,110,0.8009977
25369,F2208090010,염색,FCM08,800,66.0,1000,75.0,96.74,0,34.9,36.5,0.0,1.045845272206304,31,660,31,602,0.3451779
19397,F2207270001,원단검사,FCM06,320,197.6,2000,601.0,36.28,0,105.5,104.8,0.0,0.9933649289099524,155,65,155,39,2.601036
6354,F2203080238,원단검사,FCM12,235,19.8,600,33.0,93.65,0,40.0,41.7,0.0,1.0425,49,308,0,0,1.645152
32956,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,79.59,0,70.0,68.1,0.0,0.9728571428571428,21,523,86,295,1.013855
14038,F2207010015,원단검사,FCM12,460,38.4,600,32.0,45.45,0,70.0,69.3,0.0,0.99,42,151,0,0,0.3146644
2194,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,61.21,0,104.0,103.6,0.0,0.996153846153846,93,57,86,57,1.304339
28294,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,47.49,0,114.3,113.7,0.0,0.9947506561679792,60,113,304,36,1.068646
27408,F2208120058,원단검사,FCM12,460,33.5,600,18.0,47.04,0,70.0,70.6,0.0,1.0085714285714285,40,147,0,0,2.023612
19812,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,33.98,0,85.2,84.5,0.0,0.9917840375586854,73,118,75,97,3.592049
1367,F2202160033,원단검사,FCM06,320,162.0,2000,500.0,19.54,0,89.1,89.5,0.0,1.0044893378226711,52,35,130,25,1.815297
11519,F2206200066,원단검사,FCM08,625,60.2,1000,52.0,30.06,0,91.7,91.3,0.0,0.9956379498364232,54,45,543,12,1.039721
19555,F2207270001,원단검사,FCM06,320,197.6,2000,601.0,84.45,0,79.9,80.6,0.0,1.008760951188986,0,190,0,101,2.601036
5672,F2203080146,원단검사,FCM07,560,260.4,4000,450.0,9.95,70,49.5,47.1,0.6728571428571429,0.9515151515151516,96,6,100,7,1.91208
28516,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,14.26,0,130.0,129.6,0.0,0.9969230769230768,69,67,69,29,0.8660321
6408,F2203100080,원단검사,FCM05,505,186.6,2000,1.0,16.81,0,76.5,77.2,0.0,1.0091503267973856,107,23,103,13,1.113235
29488,F2208240016,원단검사,FCM11,604,280.0,4000,2.0,47.5,0,135.0,134.7,0.0,0.9977777777777777,102,60,109,52,0.5512151
21864,F2207290029,원단검사,FCM05,350,128.0,2000,273.0,87.62,0,64.4,61.2,0.0,0.9503105590062112,126,95,117,71,0.2007852
30148,F2208260119,원단검사,FCM05,450,147.4,2000,301.0,64.0,0,100.3,100.0,0.0,0.9970089730807578,17,106,89,77,0.8009977
19794,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,29.64,0,121.2,120.7,0.0,0.995874587458746,66,101,73,84,3.592049
23479,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,32.14,0,87.3,87.0,0.0,0.9965635738831616,41,115,41,97,2.207412
17077,F2207250049,염색,FCM12,800,50.0,600,67.0,76.1,0,130.0,129.8,0.0,0.9984615384615384,38,94,0,0,0.7474369
8408,F2204210008,염색,FCM08,450,53.3,1000,100.0,16.49,0,90.4,91.1,0.0,1.0077433628318584,76,18,77,30,0.2996852
22125,F2208020071,원단검사,FCM12,350,35.6,600,13.0,67.82,0,85.7,85.6,0.0,0.998833138856476,42,268,0,0,11.56194
31300,F2208300003,원단검사,FCM05,800,167.0,2000,84.0,48.09,0,127.4,126.8,0.0,0.9952904238618524,67,105,67,63,7.266841
34002,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,26.09,0,92.4,91.4,0.0,0.9891774891774892,82,32,96,27,1.696731
1193,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,74.48,0,70.0,69.5,0.0,0.9928571428571428,132,284,139,151,0.6491697
6794,F2203240028,원단검사,FCM11,190,85.6,4000,401.0,15.13,0,37.0,36.5,0.0,0.9864864864864864,94,21,87,29,1.655061
6288,F2203080238,원단검사,FCM12,235,19.8,600,33.0,67.46,0,80.0,79.0,0.0,0.9875,40,210,0,0,1.645152
12944,F2206290155,원단검사,FCM06,552,219.4,2000,6.0,38.32,0,74.7,74.3,0.0,0.9946452476572958,88,159,109,105,1.562582
6339,F2203080238,원단검사,FCM12,235,19.8,600,33.0,87.7,0,48.8,44.9,0.0,0.9200819672131147,41,298,0,0,1.645152
27188,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,77.08,0,130.0,129.8,0.0,0.9984615384615384,108,173,115,107,1.057401
27421,F2208120058,원단검사,FCM12,460,33.5,600,18.0,51.09,0,70.0,67.8,0.0,0.9685714285714284,41,161,0,0,2.023612
9891,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,55.45,0,70.0,67.9,0.0,0.97,109,137,107,85,1.309122
24252,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,54.04,0,83.2,83.0,0.0,0.997596153846154,28,767,42,617,0.6079773
10031,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,0.35,30,30.0,30.4,1.0133333333333332,1.0133333333333332,0,0,0,0,0.7943481
10201,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,60.42,0,70.0,68.8,0.0,0.9828571428571428,48,134,86,97,0.7943481
16618,F2207110011,원단검사,FCM08,625,83.3,1000,12.0,12.8,0,75.5,75.6,0.0,1.001324503311258,79,20,76,10,0.3981313
3390,F2202210105,원단검사,FCM07,560,341.6,4000,545.0,35.05,0,120.0,118.1,0.0,0.9841666666666666,96,39,96,42,1.958902
9986,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,85.9,0,83.5,83.2,0.0,0.9964071856287424,113,202,110,133,1.309122
31681,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,74.87,0,80.8,80.2,0.0,0.9925742574257428,67,296,80,198,1.361657
8371,F2204210008,염색,FCM08,450,53.3,1000,100.0,3.51,50,31.2,28.4,0.568,0.9102564102564102,45,1,45,3,0.2996852
2433,F2202180559,원단검사,FCM11,495,352.8,4000,121.0,58.53,0,59.4,58.4,0.0,0.9831649831649832,88,13,97,11,1.473568
942,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,22.41,0,120.0,121.2,0.0,1.01,79,90,132,48,0.6491697
22573,F2208020100,염색,FCM06,314,99.2,2000,300.0,35.65,0,109.3,109.2,0.0,0.9990850869167428,6,104,70,65,0.4474733
9841,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,39.42,0,124.3,123.5,0.0,0.993563958165728,114,96,111,57,1.309122
14440,F2207010035,염색,FCM06,314,97.4,2000,300.0,3.04,40,30.0,36.4,0.91,1.2133333333333334,13,4,72,2,0.4555725
13294,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,52.78,0,117.4,116.9,0.0,0.995741056218058,63,194,484,42,14.40188
5515,F2203080142,원단검사,FCM07,560,288.2,4000,373.0,34.93,0,120.0,118.7,0.0,0.9891666666666666,86,43,83,46,0.7729153
26423,F2208100002,원단검사,FCM12,320,20.2,600,47.0,92.07,0,40.7,40.8,0.0,1.0024570024570023,56,89,0,0,1.343926
29008,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,95.85,0,70.0,69.0,0.0,0.9857142857142858,69,488,211,206,0.8660321
6346,F2203080238,원단검사,FCM12,235,19.8,600,33.0,90.48,0,40.0,41.6,0.0,1.04,46,303,0,0,1.645152
25457,F2208090011,원단검사,FCM08,800,66.0,1000,49.0,42.93,0,122.5,122.6,0.0,1.0008163265306125,28,158,29,160,0.4358755
28114,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,90.39,0,70.0,67.0,0.0,0.9571428571428572,65,479,429,135,1.644801
10891,F2206090076,원단검사,FCM05,485,113.0,2000,267.0,64.13,0,85.5,85.3,0.0,0.9976608187134502,77,107,76,96,5.026582
33704,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,91.39,0,59.1,50.9,0.0,0.8612521150592216,49,179,49,193,1.265589
30142,F2208260119,원단검사,FCM05,450,147.4,2000,301.0,61.33,0,112.3,111.5,0.0,0.9928762243989314,13,98,177,74,0.8009977
931,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,20.12,0,120.0,121.3,0.0,1.0108333333333333,82,80,270,44,0.6491697
7857,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,47.44,0,130.0,131.1,0.0,1.0084615384615383,53,100,99,52,0.9071327
6191,F2203080238,원단검사,FCM12,235,19.8,600,33.0,28.97,0,105.1,104.2,0.0,0.9914367269267366,44,74,0,0,1.645152
23691,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,19.8,0,117.5,117.2,0.0,0.9974468085106384,94,52,107,32,0.8125136
13945,F2207010015,원단검사,FCM12,460,38.4,600,32.0,19.83,0,110.8,110.2,0.0,0.9945848375451264,41,54,0,0,0.3146644
28906,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,78.94,0,70.0,68.9,0.0,0.9842857142857144,69,401,360,178,0.8660321
7997,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,4.46,80,40.0,35.8,0.4474999999999999,0.8949999999999999,88,7,85,4,1.000596
21634,F2207280327,원단검사,FCM08,324,51.3,1000,9.0,74.76,0,81.6,81.5,0.0,0.9987745098039216,6,219,5,204,0.4998396
13249,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,41.89,0,70.0,69.3,0.0,0.99,64,154,580,37,14.40188
488,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,94.58,0,65.5,62.6,0.0,0.9557251908396946,67,426,332,128,0.7530965
17089,F2207250049,염색,FCM12,800,50.0,600,67.0,80.51,0,116.8,117.3,0.0,1.0042808219178083,38,103,0,0,0.7474369
6461,F2203100080,원단검사,FCM05,505,186.6,2000,1.0,40.27,0,130.0,131.4,0.0,1.0107692307692309,77,69,213,34,1.113235
15472,F2207080045,원단검사,FCM11,190,87.6,4000,456.0,6.96,70,30.0,30.0,0.4285714285714285,1.0,88,6,112,4,1.338738
3321,F2202210105,원단검사,FCM07,560,341.6,4000,545.0,2.8,40,30.0,30.5,0.7625,1.0166666666666666,54,1,96,2,1.958902
25863,F2208090904,원단검사,FCM08,450,54.8,1000,10.0,25.53,0,76.4,75.8,0.0,0.9921465968586386,70,24,71,12,2.453874
10453,F2206070015,원단검사,FCM08,324,54.4,1000,119.0,32.18,0,101.5,101.2,0.0,0.9970443349753696,45,255,43,204,1.702155
31490,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,24.87,0,130.0,129.8,0.0,0.9984615384615384,79,92,77,63,1.361657
9403,F2204290026,원단검사,FCM08,560,55.8,1000,10.0,81.6,0,98.0,97.8,0.0,0.9979591836734694,51,373,209,106,2.042118
23925,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,78.45,0,119.8,118.8,0.0,0.991652754590985,24,232,215,133,0.8125136
11166,F2206100035,원단검사,FCM05,460,111.0,2000,115.0,59.82,0,70.0,66.1,0.0,0.9442857142857142,132,86,1232,8,17.20203
5180,F2203080140,원단검사,FCM07,560,287.2,4000,450.0,38.43,0,115.7,113.3,0.0,0.979256698357822,119,36,80,53,2.161994
7823,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,32.91,0,115.2,117.7,0.0,1.0217013888888888,40,67,99,36,0.9071327
10044,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,4.95,100,30.0,28.9,0.289,0.9633333333333332,90,2,95,2,0.7943481
7870,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,52.99,0,120.5,118.9,0.0,0.9867219917012447,60,112,300,57,0.9071327
13316,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,58.11,0,118.6,118.1,0.0,0.9957841483979764,62,215,190,44,14.40188
7828,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,35.04,0,121.2,122.0,0.0,1.006600660066007,27,71,200,38,0.9071327
26407,F2208100002,원단검사,FCM12,320,20.2,600,47.0,82.32,0,77.2,77.6,0.0,1.0051813471502589,60,77,0,0,1.343926
31755,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,94.24,0,70.0,69.3,0.0,0.99,84,368,24,247,1.361657
17682,F2207250110,염색,FCM15,146,189.1,4000,1600.0,0.67,30,30.0,35.0,1.1666666666666667,1.1666666666666667,0,0,47,1,0.4288969
27963,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,64.92,0,77.9,77.6,0.0,0.9961489088575096,76,343,79,98,1.644801
28392,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,85.33,0,88.4,87.9,0.0,0.994343891402715,63,207,449,82,1.068646
27316,F2208120058,원단검사,FCM12,460,33.5,600,18.0,18.38,0,99.4,99.1,0.0,0.9969818913480883,45,54,0,0,2.023612
23431,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,7.65,130,40.0,40.2,0.3092307692307692,1.005,40,16,37,16,2.207412
27012,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,18.6,0,97.5,96.9,0.0,0.993846153846154,110,38,114,25,1.057401
29419,F2208240016,원단검사,FCM11,604,280.0,4000,2.0,18.75,0,73.8,72.5,0.0,0.9823848238482386,103,21,117,16,0.5512151
17907,F2207250110,염색,FCM15,146,189.1,4000,1600.0,76.17,0,97.0,99.6,0.0,1.02680412371134,113,108,109,131,0.4288969
24621,F2208080025,원단검사,FCM06,320,122.7,2000,77.0,49.63,0,120.0,119.7,0.0,0.9975,89,202,94,109,1.593427
3378,F2202210105,원단검사,FCM07,560,341.6,4000,545.0,29.44,0,103.7,101.4,0.0,0.977820636451302,96,31,92,34,1.958902
30399,F2208260120,원단검사,FCM12,450,53.2,600,100.0,94.44,0,36.0,31.6,0.0,0.8777777777777778,60,117,0,0,0.7367827
12808,F2206290140,원단검사,FCM06,625,218.2,2000,14.0,84.7,0,70.0,69.2,0.0,0.9885714285714288,2,304,92,186,0.5479724
12983,F2206290155,원단검사,FCM06,552,219.4,2000,6.0,56.54,0,111.5,110.9,0.0,0.9946188340807176,48,192,108,126,1.562582
22364,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,33.87,0,119.3,118.8,0.0,0.9958088851634534,54,162,52,147,1.354934
13371,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,71.43,0,70.0,67.1,0.0,0.9585714285714284,62,266,544,57,14.40188
7444,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,23.16,0,131.9,133.0,0.0,1.0083396512509477,75,72,72,20,0.2916726
24904,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,28.52,0,108.5,108.1,0.0,0.9963133640552996,63,88,83,57,2.006101
27427,F2208120058,원단검사,FCM12,460,33.5,600,18.0,52.96,0,78.5,77.4,0.0,0.9859872611464968,40,168,0,0,2.023612
20381,F2207280313,원단검사,FCM05,536,168.4,2000,16.0,37.22,0,130.0,129.8,0.0,0.9984615384615384,95,77,92,63,2.792194
8680,F2204290025,원단검사,FCM12,560,42.8,600,11.0,8.1,80,71.9,70.5,0.88125,0.9805285118219748,43,15,0,0,14.85745
8553,F2204210008,염색,FCM08,450,53.3,1000,100.0,67.37,0,107.2,106.8,0.0,0.9962686567164178,303,82,75,143,0.2996852
4135,F2203030280,원단검사,FCM08,324,66.2,1000,31.0,24.23,0,113.0,114.1,0.0,1.0097345132743365,57,116,59,81,0.8130776
918,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,17.43,0,107.8,107.9,0.0,1.0009276437847867,41,70,136,39,0.6491697
2301,F2202180559,원단검사,FCM11,495,352.8,4000,121.0,14.38,0,83.1,82.7,0.0,0.9951865222623346,81,25,108,17,1.473568
22955,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,2.33,50,30.2,30.8,0.616,1.0198675496688745,11,2,102,2,2.855713
29927,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,68.18,0,123.8,122.2,0.0,0.9870759289176092,63,140,65,163,2.080513
4563,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,35.7,0,70.0,68.4,0.0,0.9771428571428572,65,230,63,177,5.306342
13629,F2206290342,원단검사,FCM08,560,60.8,1000,10.0,76.09,0,96.4,96.2,0.0,0.9979253112033196,59,220,534,67,0.3221368
26246,F2208090910,원단검사,FCM11,400,295.4,4000,334.0,83.54,0,64.0,65.1,0.0,1.0171875,89,79,105,95,5.220153
7155,F2203240259,원단검사,FCM12,495,43.6,600,2.0,34.22,0,130.0,129.6,0.0,0.9969230769230768,55,68,0,0,1.600976
24545,F2208080025,원단검사,FCM06,320,122.7,2000,77.0,30.86,0,95.1,94.9,0.0,0.9978969505783388,30,126,93,67,1.593427
10907,F2206090076,원단검사,FCM05,485,113.0,2000,267.0,71.3,0,70.0,69.1,0.0,0.9871428571428572,68,129,75,109,5.026582
33012,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,90.07,0,108.9,108.2,0.0,0.9935720844811754,39,588,91,328,1.013855
17545,F2207250109,염색,FCM15,146,188.4,4000,1600.0,49.06,0,120.0,119.7,0.0,0.9975,135,53,124,76,0.5068955
123,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,23.98,0,121.6,121.2,0.0,0.9967105263157896,67,101,69,31,0.7530965
1828,F2202180233,원단검사,FCM11,495,350.8,4000,210.0,30.43,0,88.7,87.6,0.0,0.9875986471251408,83,27,85,25,1.542863
